sample	coverage	taxonomy
D3_P75_M_1	5.79	Root; d__Archaea
D3_P75_M_1	8.68	Root; d__Bacteria
D3_P75_M_1	0.48	Root; d__Archaea; p__Thermoproteota
D3_P75_M_1	0.92	Root; d__Archaea; p__Halobacteriota
D3_P75_M_1	1.87	Root; d__Bacteria; p__Actinomycetota
D3_P75_M_1	0.06	Root; d__Bacteria; p__Bacteroidota
D3_P75_M_1	0.06	Root; d__Bacteria; p__Spirochaetota
D3_P75_M_1	0.4	Root; d__Bacteria; p__Bacillota_B
D3_P75_M_1	0.45	Root; d__Bacteria; p__Pseudomonadota
D3_P75_M_1	0.17	Root; d__Bacteria; p__Verrucomicrobiota
D3_P75_M_1	0.4	Root; d__Bacteria; p__Patescibacteria
D3_P75_M_1	0.7	Root; d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia
D3_P75_M_1	6.33	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetia
D3_P75_M_1	0.23	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia
D3_P75_M_1	8.42	Root; d__Bacteria; p__Bacillota; c__Bacilli
D3_P75_M_1	12.98	Root; d__Bacteria; p__Bacillota_A; c__Clostridia
D3_P75_M_1	0.22	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia
D3_P75_M_1	0.35	Root; d__Bacteria; p__Spirochaetota; c__Spirochaetia
D3_P75_M_1	0.06	Root; d__Bacteria; p__Bacillota_B; c__Dehalobacteriia
D3_P75_M_1	0.43	Root; d__Bacteria; p__Bacillota_C; c__Negativicutes
D3_P75_M_1	0.98	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria
D3_P75_M_1	0.61	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria
D3_P75_M_1	0.26	Root; d__Archaea; p__Methanobacteriota; c__Methanobacteria; o__Methanobacteriales
D3_P75_M_1	6.34	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetia; o__Actinomycetales
D3_P75_M_1	1.2	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetia; o__Mycobacteriales
D3_P75_M_1	0.11	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetia; o__Propionibacteriales
D3_P75_M_1	0.5	Root; d__Bacteria; p__Actinomycetota; c__Coriobacteriia; o__Coriobacteriales
D3_P75_M_1	0.4	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales
D3_P75_M_1	9.4	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Bacillales
D3_P75_M_1	2.0	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Lactobacillales
D3_P75_M_1	0.08	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Acholeplasmatales
D3_P75_M_1	0.19	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Staphylococcales
D3_P75_M_1	1.93	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__RFN20
D3_P75_M_1	0.51	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Erysipelotrichales
D3_P75_M_1	0.21	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Mycoplasmatales
D3_P75_M_1	0.74	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Lachnospirales
D3_P75_M_1	1.96	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Peptostreptococcales
D3_P75_M_1	1.9	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Christensenellales
D3_P75_M_1	2.05	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Oscillospirales
D3_P75_M_1	7.36	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__TANB77
D3_P75_M_1	0.95	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Tissierellales
D3_P75_M_1	0.18	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Eubacteriales
D3_P75_M_1	2.56	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales
D3_P75_M_1	0.11	Root; d__Bacteria; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales
D3_P75_M_1	0.34	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales
D3_P75_M_1	0.19	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales_A
D3_P75_M_1	0.11	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__RF32
