sample	coverage	taxonomy
G3_P84_M_1	3.32	Root; d__Archaea
G3_P84_M_1	10.62	Root; d__Bacteria
G3_P84_M_1	0.22	Root; d__Archaea; p__Methanobacteriota
G3_P84_M_1	0.16	Root; d__Bacteria; p__Bacteroidota
G3_P84_M_1	0.55	Root; d__Bacteria; p__Pseudomonadota
G3_P84_M_1	0.06	Root; d__Bacteria; p__Desulfobacterota
G3_P84_M_1	0.06	Root; d__Bacteria; p__Bacillota_B
G3_P84_M_1	0.11	Root; d__Bacteria; p__Patescibacteria
G3_P84_M_1	8.63	Root; d__Bacteria; p__Bacillota_A; c__Clostridia
G3_P84_M_1	6.13	Root; d__Bacteria; p__Bacillota; c__Bacilli
G3_P84_M_1	3.18	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetia
G3_P84_M_1	0.48	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia
G3_P84_M_1	0.36	Root; d__Bacteria; p__Bacillota_C; c__Negativicutes
G3_P84_M_1	0.23	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia
G3_P84_M_1	0.67	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria
G3_P84_M_1	0.06	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria
G3_P84_M_1	0.53	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Peptostreptococcales
G3_P84_M_1	1.22	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__TANB77
G3_P84_M_1	0.72	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Lachnospirales
G3_P84_M_1	1.51	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Oscillospirales
G3_P84_M_1	0.18	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Tissierellales
G3_P84_M_1	0.46	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Christensenellales
G3_P84_M_1	0.28	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Acholeplasmatales
G3_P84_M_1	1.7	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Bacillales
G3_P84_M_1	0.34	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__RFN20
G3_P84_M_1	1.54	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Lactobacillales
G3_P84_M_1	0.27	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Erysipelotrichales
G3_P84_M_1	0.28	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Mycoplasmatales
G3_P84_M_1	1.32	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetia; o__Actinomycetales
G3_P84_M_1	0.48	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetia; o__Mycobacteriales
G3_P84_M_1	0.23	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetia; o__Propionibacteriales
G3_P84_M_1	1.4	Root; d__Bacteria; p__Actinomycetota; c__Coriobacteriia; o__Coriobacteriales
G3_P84_M_1	0.16	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales
G3_P84_M_1	6.44	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales
G3_P84_M_1	0.23	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales
G3_P84_M_1	0.17	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales_A
