sample	coverage	taxonomy
D3_P191_M_1	7.61	Root; d__Archaea
D3_P191_M_1	9.03	Root; d__Bacteria
D3_P191_M_1	0.57	Root; d__Archaea; p__Methanobacteriota
D3_P191_M_1	0.83	Root; d__Archaea; p__Thermoproteota
D3_P191_M_1	0.11	Root; d__Archaea; p__Thermoplasmatota
D3_P191_M_1	0.06	Root; d__Bacteria; p__Bacillota_A
D3_P191_M_1	1.55	Root; d__Bacteria; p__Actinomycetota
D3_P191_M_1	1.28	Root; d__Bacteria; p__Chloroflexota
D3_P191_M_1	0.86	Root; d__Bacteria; p__Patescibacteria
D3_P191_M_1	0.11	Root; d__Bacteria; p__Planctomycetota
D3_P191_M_1	0.52	Root; d__Bacteria; p__Pseudomonadota
D3_P191_M_1	0.63	Root; d__Bacteria; p__Verrucomicrobiota
D3_P191_M_1	0.19	Root; d__Bacteria; p__Bacillota_B
D3_P191_M_1	0.34	Root; d__Archaea; p__Thermoplasmatota; c__Thermoplasmata
D3_P191_M_1	0.56	Root; d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia
D3_P191_M_1	18.91	Root; d__Bacteria; p__Bacillota_A; c__Clostridia
D3_P191_M_1	8.43	Root; d__Bacteria; p__Bacillota; c__Bacilli
D3_P191_M_1	0.06	Root; d__Bacteria; p__Actinomycetota; c__Coriobacteriia
D3_P191_M_1	2.84	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetia
D3_P191_M_1	0.46	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia
D3_P191_M_1	0.17	Root; d__Bacteria; p__Actinomycetota; c__Acidimicrobiia
D3_P191_M_1	0.32	Root; d__Bacteria; p__Bacillota_C; c__Negativicutes
D3_P191_M_1	0.29	Root; d__Bacteria; p__Chloroflexota; c__Anaerolineae
D3_P191_M_1	0.17	Root; d__Bacteria; p__Chloroflexota; c__Limnocylindria
D3_P191_M_1	0.06	Root; d__Bacteria; p__Chloroflexota; c__Chloroflexia
D3_P191_M_1	0.43	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia
D3_P191_M_1	0.14	Root; d__Bacteria; p__Patescibacteria; c__Saccharimonadia
D3_P191_M_1	0.06	Root; d__Bacteria; p__Patescibacteria; c__JAEDAM01
D3_P191_M_1	0.17	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia
D3_P191_M_1	1.52	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria
D3_P191_M_1	1.19	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria
D3_P191_M_1	0.25	Root; d__Bacteria; p__Spirochaetota; c__Spirochaetia
D3_P191_M_1	0.05	Root; d__Archaea; p__Methanobacteriota; c__Methanobacteria; o__Methanobacteriales
D3_P191_M_1	1.05	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Peptostreptococcales
D3_P191_M_1	0.59	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Lachnospirales
