sample	coverage	taxonomy
G1_P74_M_1	2.53	Root; d__Archaea
G1_P74_M_1	3.13	Root; d__Bacteria
G1_P74_M_1	0.28	Root; d__Archaea; p__Methanobacteriota
G1_P74_M_1	0.48	Root; d__Archaea; p__Thermoproteota
G1_P74_M_1	1.91	Root; d__Bacteria; p__Actinomycetota
G1_P74_M_1	0.3	Root; d__Bacteria; p__Pseudomonadota
G1_P74_M_1	1.35	Root; d__Bacteria; p__Bacillota; c__Bacilli
G1_P74_M_1	1.66	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetia
G1_P74_M_1	0.24	Root; d__Bacteria; p__Actinomycetota; c__Coriobacteriia
G1_P74_M_1	0.06	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia
G1_P74_M_1	4.73	Root; d__Bacteria; p__Bacillota_A; c__Clostridia
G1_P74_M_1	0.24	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia
G1_P74_M_1	0.4	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria
G1_P74_M_1	0.28	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria
G1_P74_M_1	0.33	Root; d__Bacteria; p__Bacillota_C; c__Negativicutes
G1_P74_M_1	1.23	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Bacillales
G1_P74_M_1	2.35	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Lactobacillales
G1_P74_M_1	0.32	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Erysipelotrichales
G1_P74_M_1	0.12	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Mycoplasmatales
G1_P74_M_1	1.36	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetia; o__Actinomycetales
G1_P74_M_1	0.68	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetia; o__Mycobacteriales
G1_P74_M_1	0.18	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetia; o__Propionibacteriales
G1_P74_M_1	1.3	Root; d__Bacteria; p__Actinomycetota; c__Coriobacteriia; o__Coriobacteriales
G1_P74_M_1	0.11	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales
G1_P74_M_1	0.15	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Lachnospirales
G1_P74_M_1	0.79	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Peptostreptococcales
G1_P74_M_1	2.96	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__TANB77
G1_P74_M_1	0.56	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Oscillospirales
G1_P74_M_1	0.06	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Clostridiales
G1_P74_M_1	0.45	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Christensenellales
G1_P74_M_1	0.84	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales
G1_P74_M_1	0.74	Root; d__Archaea; p__Methanobacteriota; c__Methanobacteria; o__Methanobacteriales; f__Methanobacteriaceae
G1_P74_M_1	1.46	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Bacillales; f__Planococcaceae
G1_P74_M_1	5.62	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae
G1_P74_M_1	0.17	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Lactobacillales; f__Streptococcaceae
G1_P74_M_1	0.39	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Lactobacillales; f__Enterococcaceae
G1_P74_M_1	1.71	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Erysipelotrichales; f__Erysipelotrichaceae
G1_P74_M_1	0.41	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Acholeplasmatales; f__Anaeroplasmataceae
G1_P74_M_1	0.53	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Mycoplasmatales; f__Mycoplasmoidaceae
G1_P74_M_1	0.77	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Bacillales_D; f__Amphibacillaceae
G1_P74_M_1	50.27	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetia; o__Actinomycetales; f__Micrococcaceae
G1_P74_M_1	0.56	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetia; o__Actinomycetales; f__Actinomycetaceae
G1_P74_M_1	0.07	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetia; o__Actinomycetales; f__Bifidobacteriaceae
G1_P74_M_1	0.31	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetia; o__Mycobacteriales; f__Mycobacteriaceae
G1_P74_M_1	2.18	Root; d__Bacteria; p__Actinomycetota; c__Coriobacteriia; o__Coriobacteriales; f__Eggerthellaceae
G1_P74_M_1	4.17	Root; d__Bacteria; p__Actinomycetota; c__Coriobacteriia; o__Coriobacteriales; f__Atopobiaceae
G1_P74_M_1	0.24	Root; d__Bacteria; p__Actinomycetota; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae
G1_P74_M_1	9.9	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae
G1_P74_M_1	0.41	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Lachnospirales; f__CAG-274
G1_P74_M_1	2.68	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Peptostreptococcales; f__Anaerovoracaceae
G1_P74_M_1	0.82	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Peptostreptococcales; f__Peptostreptococcaceae
G1_P74_M_1	0.52	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__TANB77; f__CAG-465
G1_P74_M_1	1.05	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__TANB77; f__CAG-508
G1_P74_M_1	0.42	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae
G1_P74_M_1	0.36	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Oscillospirales; f__Acutalibacteraceae
G1_P74_M_1	2.36	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Clostridiales; f__Clostridiaceae
G1_P74_M_1	0.3	Root; d__Bacteria; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae
G1_P74_M_1	2.54	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae
G1_P74_M_1	3.89	Root; d__Archaea; p__Methanobacteriota; c__Methanobacteria; o__Methanobacteriales; f__Methanobacteriaceae; g__Methanobrevibacter_A
G1_P74_M_1	0.4	Root; d__Archaea; p__Methanobacteriota; c__Methanobacteria; o__Methanobacteriales; f__Methanobacteriaceae; g__Methanosphaera
G1_P74_M_1	0.69	Root; d__Archaea; p__Methanobacteriota; c__Methanobacteria; o__Methanobacteriales; f__Methanobacteriaceae; g__Methanobrevibacter
G1_P74_M_1	122.6	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Sporosarcina
G1_P74_M_1	0.73	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Limosilactobacillus
