sample	coverage	taxonomy
G3_P14_M_1	4.46	Root; d__Archaea
G3_P14_M_1	48.06	Root; d__Bacteria
G3_P14_M_1	0.05	Root; d__Archaea; p__Methanobacteriota
G3_P14_M_1	0.58	Root; d__Archaea; p__Thermoproteota
G3_P14_M_1	0.8	Root; d__Archaea; p__Halobacteriota
G3_P14_M_1	0.06	Root; d__Bacteria; p__Bacillota_A
G3_P14_M_1	0.76	Root; d__Bacteria; p__Pseudomonadota
G3_P14_M_1	1.07	Root; d__Bacteria; p__Bacillota_B
G3_P14_M_1	0.97	Root; d__Bacteria; p__Actinomycetota
G3_P14_M_1	0.17	Root; d__Bacteria; p__Spirochaetota
G3_P14_M_1	0.17	Root; d__Bacteria; p__Desulfobacterota
G3_P14_M_1	17.79	Root; d__Bacteria; p__Bacillota_A; c__Clostridia
G3_P14_M_1	1.19	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia
G3_P14_M_1	0.17	Root; d__Bacteria; p__Bacillota_C; c__Negativicutes
G3_P14_M_1	7.12	Root; d__Bacteria; p__Bacillota; c__Bacilli
G3_P14_M_1	1.87	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria
G3_P14_M_1	0.68	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria
G3_P14_M_1	1.48	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetia
G3_P14_M_1	1.38	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Lachnospirales
G3_P14_M_1	2.0	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Oscillospirales
G3_P14_M_1	1.03	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Peptostreptococcales
G3_P14_M_1	1.91	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Christensenellales
G3_P14_M_1	1.87	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__TANB77
G3_P14_M_1	0.46	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Tissierellales
G3_P14_M_1	94.19	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales
G3_P14_M_1	0.38	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales
G3_P14_M_1	0.01	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Erysipelotrichales
G3_P14_M_1	1.42	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Mycoplasmatales
G3_P14_M_1	0.8	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Lactobacillales
G3_P14_M_1	0.34	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Staphylococcales
G3_P14_M_1	0.32	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Bacillales
G3_P14_M_1	0.35	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales
G3_P14_M_1	0.23	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales_A
G3_P14_M_1	0.34	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales
G3_P14_M_1	0.68	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales
G3_P14_M_1	1.43	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetia; o__Actinomycetales
G3_P14_M_1	0.23	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetia; o__Mycobacteriales
G3_P14_M_1	0.29	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetia; o__Propionibacteriales
G3_P14_M_1	0.74	Root; d__Bacteria; p__Actinomycetota; c__Coriobacteriia; o__Coriobacteriales
G3_P14_M_1	0.06	Root; d__Bacteria; p__Campylobacterota; c__Campylobacteria; o__Campylobacterales
G3_P14_M_1	181.03	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae
G3_P14_M_1	0.06	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Lachnospirales; f__Cellulosilyticaceae
G3_P14_M_1	0.11	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Lachnospirales; f__Anaerotignaceae
G3_P14_M_1	6.55	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae
G3_P14_M_1	4.32	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae
G3_P14_M_1	0.1	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Oscillospirales; f__Butyricicoccaceae
G3_P14_M_1	0.5	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Oscillospirales; f__Acutalibacteraceae
G3_P14_M_1	7.89	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Peptostreptococcales; f__Anaerovoracaceae
G3_P14_M_1	5.64	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Peptostreptococcales; f__Peptostreptococcaceae
G3_P14_M_1	3.63	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Clostridiales; f__Clostridiaceae
G3_P14_M_1	0.58	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Christensenellales; f__CAG-74
G3_P14_M_1	0.86	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Christensenellales; f__Borkfalkiaceae
G3_P14_M_1	1.2	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__TANB77; f__CAG-465
G3_P14_M_1	0.29	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__TANB77; f__CAG-508
G3_P14_M_1	0.65	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Tissierellales; f__Peptoniphilaceae
G3_P14_M_1	247.92	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae
G3_P14_M_1	5.67	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Tannerellaceae
G3_P14_M_1	0.4	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__UBA932
G3_P14_M_1	0.11	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Marinifilaceae
G3_P14_M_1	2.37	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae
G3_P14_M_1	1.55	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Paludibacteraceae
