sample	coverage	taxonomy
G3_P212_M_1	2.21	Root; d__Archaea
G3_P212_M_1	2.67	Root; d__Bacteria
G3_P212_M_1	0.06	Root; d__Bacteria; p__Bacillota_A
G3_P212_M_1	0.17	Root; d__Bacteria; p__Bacteroidota
G3_P212_M_1	0.51	Root; d__Bacteria; p__Actinomycetota
G3_P212_M_1	0.09	Root; d__Bacteria; p__Pseudomonadota
G3_P212_M_1	0.57	Root; d__Bacteria; p__Patescibacteria
G3_P212_M_1	0.15	Root; d__Bacteria; p__Spirochaetota
G3_P212_M_1	0.4	Root; d__Bacteria; p__Bacillota_B
G3_P212_M_1	0.48	Root; d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia
G3_P212_M_1	12.62	Root; d__Bacteria; p__Bacillota_A; c__Clostridia
G3_P212_M_1	5.35	Root; d__Bacteria; p__Bacillota; c__Bacilli
G3_P212_M_1	0.43	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia
G3_P212_M_1	1.02	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetia
G3_P212_M_1	0.03	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia
G3_P212_M_1	0.36	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria
G3_P212_M_1	0.45	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria
G3_P212_M_1	0.06	Root; d__Bacteria; p__Patescibacteria; c__Saccharimonadia
G3_P212_M_1	0.06	Root; d__Bacteria; p__Bacillota_B; c__Peptococcia
G3_P212_M_1	0.45	Root; d__Bacteria; p__Bacillota_C; c__Negativicutes
G3_P212_M_1	1.1	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Lachnospirales
G3_P212_M_1	0.74	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Peptostreptococcales
G3_P212_M_1	2.19	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Oscillospirales
G3_P212_M_1	2.47	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__TANB77
G3_P212_M_1	0.23	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Tissierellales
G3_P212_M_1	1.24	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Christensenellales
G3_P212_M_1	0.05	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Eubacteriales
G3_P212_M_1	0.75	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Bacillales
