sample	coverage	taxonomy
D1_P107_M_1	7.39	Root; d__Archaea
D1_P107_M_1	15.01	Root; d__Bacteria
D1_P107_M_1	0.65	Root; d__Archaea; p__Thermoproteota
D1_P107_M_1	1.13	Root; d__Archaea; p__Halobacteriota
D1_P107_M_1	0.75	Root; d__Bacteria; p__Actinomycetota
D1_P107_M_1	0.11	Root; d__Bacteria; p__Bacteroidota
D1_P107_M_1	0.43	Root; d__Bacteria; p__Patescibacteria
D1_P107_M_1	0.11	Root; d__Bacteria; p__Bacillota_B
D1_P107_M_1	0.28	Root; d__Bacteria; p__Pseudomonadota
D1_P107_M_1	0.06	Root; d__Bacteria; p__Spirochaetota
D1_P107_M_1	0.79	Root; d__Archaea; p__Aenigmatarchaeota; c__Aenigmatarchaeia
D1_P107_M_1	0.36	Root; d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia
D1_P107_M_1	5.5	Root; d__Bacteria; p__Bacillota; c__Bacilli
D1_P107_M_1	0.7	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetia
D1_P107_M_1	0.06	Root; d__Bacteria; p__Actinomycetota; c__Coriobacteriia
D1_P107_M_1	0.11	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia
D1_P107_M_1	4.49	Root; d__Bacteria; p__Bacillota_A; c__Clostridia
D1_P107_M_1	0.25	Root; d__Bacteria; p__Bacillota_C; c__Negativicutes
D1_P107_M_1	0.43	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia
D1_P107_M_1	0.06	Root; d__Bacteria; p__Bacillota_B; c__Peptococcia
D1_P107_M_1	0.35	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria
D1_P107_M_1	0.06	Root; d__Bacteria; p__Spirochaetota; c__Spirochaetia
D1_P107_M_1	17.1	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Bacillales
D1_P107_M_1	0.23	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Erysipelotrichales
D1_P107_M_1	0.23	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Acholeplasmatales
D1_P107_M_1	0.13	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Bacillales_D
D1_P107_M_1	2.1	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Lactobacillales
D1_P107_M_1	0.28	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Mycoplasmatales
D1_P107_M_1	0.4	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Staphylococcales
D1_P107_M_1	0.29	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__RFN20
D1_P107_M_1	2.89	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetia; o__Actinomycetales
D1_P107_M_1	0.57	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetia; o__Mycobacteriales
D1_P107_M_1	2.85	Root; d__Bacteria; p__Actinomycetota; c__Coriobacteriia; o__Coriobacteriales
D1_P107_M_1	0.29	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales
D1_P107_M_1	4.7	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__TANB77
D1_P107_M_1	0.35	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Lachnospirales
D1_P107_M_1	0.48	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Peptostreptococcales
D1_P107_M_1	0.46	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Clostridiales
D1_P107_M_1	0.3	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Tissierellales
D1_P107_M_1	1.01	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Oscillospirales
D1_P107_M_1	2.23	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales
D1_P107_M_1	0.26	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales
D1_P107_M_1	0.07	Root; d__Bacteria; p__Campylobacterota; c__Campylobacteria; o__Campylobacterales
D1_P107_M_1	0.22	Root; d__Archaea; p__Methanobacteriota; c__Methanobacteria; o__Methanobacteriales; f__Methanobacteriaceae
D1_P107_M_1	9.48	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Bacillales; f__Planococcaceae
D1_P107_M_1	6.19	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Bacillales; f__DSM-1321
