sample	coverage	taxonomy
G3_P143_M_1	4.26	Root; d__Archaea
G3_P143_M_1	10.38	Root; d__Bacteria
G3_P143_M_1	0.54	Root; d__Archaea; p__Thermoproteota
G3_P143_M_1	2.63	Root; d__Bacteria; p__Actinomycetota
G3_P143_M_1	0.18	Root; d__Bacteria; p__Bacteroidota
G3_P143_M_1	0.23	Root; d__Bacteria; p__Bacillota_B
G3_P143_M_1	0.19	Root; d__Bacteria; p__Pseudomonadota
G3_P143_M_1	0.43	Root; d__Bacteria; p__Patescibacteria
G3_P143_M_1	1.7	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetia
G3_P143_M_1	0.06	Root; d__Bacteria; p__Actinomycetota; c__Coriobacteriia
G3_P143_M_1	0.12	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia
G3_P143_M_1	0.38	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia
G3_P143_M_1	5.19	Root; d__Bacteria; p__Bacillota; c__Bacilli
G3_P143_M_1	10.89	Root; d__Bacteria; p__Bacillota_A; c__Clostridia
G3_P143_M_1	1.81	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria
G3_P143_M_1	0.68	Root; d__Bacteria; p__Bacillota_C; c__Negativicutes
G3_P143_M_1	1.53	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetia; o__Actinomycetales
G3_P143_M_1	0.17	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetia; o__Propionibacteriales
G3_P143_M_1	0.06	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetia; o__Mycobacteriales
G3_P143_M_1	6.36	Root; d__Bacteria; p__Actinomycetota; c__Coriobacteriia; o__Coriobacteriales
G3_P143_M_1	0.33	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales
G3_P143_M_1	7.53	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales
G3_P143_M_1	0.13	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Erysipelotrichales
G3_P143_M_1	1.59	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Lactobacillales
G3_P143_M_1	7.05	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__RFN20
G3_P143_M_1	0.23	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Bacillales
G3_P143_M_1	0.24	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Mycoplasmatales
G3_P143_M_1	1.49	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Lachnospirales
G3_P143_M_1	0.23	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Tissierellales
G3_P143_M_1	1.7	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Oscillospirales
G3_P143_M_1	0.17	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Clostridiales
G3_P143_M_1	0.63	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__TANB77
G3_P143_M_1	0.37	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Christensenellales
G3_P143_M_1	0.11	Root; d__Bacteria; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales
G3_P143_M_1	0.23	Root; d__Bacteria; p__Campylobacterota; c__Campylobacteria; o__Campylobacterales
G3_P143_M_1	0.09	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales
G3_P143_M_1	0.66	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales
G3_P143_M_1	0.23	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales_A
G3_P143_M_1	0.11	Root; d__Bacteria; p__Bacillota_C; c__Negativicutes; o__Selenomonadales
G3_P143_M_1	0.06	Root; d__Bacteria; p__Deferribacterota; c__Deferribacteres; o__Deferribacterales
G3_P143_M_1	0.4	Root; d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales
G3_P143_M_1	75.54	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetia; o__Actinomycetales; f__Micrococcaceae
G3_P143_M_1	0.38	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetia; o__Actinomycetales; f__Microbacteriaceae
G3_P143_M_1	0.46	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetia; o__Actinomycetales; f__Actinomycetaceae
G3_P143_M_1	48.58	Root; d__Bacteria; p__Actinomycetota; c__Coriobacteriia; o__Coriobacteriales; f__Atopobiaceae
G3_P143_M_1	1.88	Root; d__Bacteria; p__Actinomycetota; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae
G3_P143_M_1	1.84	Root; d__Bacteria; p__Actinomycetota; c__Coriobacteriia; o__Coriobacteriales; f__Eggerthellaceae
G3_P143_M_1	11.7	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae
G3_P143_M_1	0.17	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__UBA932
G3_P143_M_1	0.39	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Tannerellaceae
G3_P143_M_1	0.06	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae
G3_P143_M_1	0.35	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Paludibacteraceae
G3_P143_M_1	0.2	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae
G3_P143_M_1	0.41	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__RF39; f__UBA660
G3_P143_M_1	16.99	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Erysipelotrichales; f__Erysipelotrichaceae
G3_P143_M_1	2.44	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Erysipelotrichales; f__Coprobacillaceae
G3_P143_M_1	0.18	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Lactobacillales; f__Vagococcaceae
G3_P143_M_1	0.51	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Lactobacillales; f__Streptococcaceae
G3_P143_M_1	0.17	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Lactobacillales; f__Enterococcaceae
G3_P143_M_1	3.06	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Acholeplasmatales; f__Anaeroplasmataceae
G3_P143_M_1	2.13	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__RFN20; f__UBA1709
G3_P143_M_1	2.92	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__RFN20; f__CAG-826
G3_P143_M_1	0.45	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__RFN20; f__DUOF01
G3_P143_M_1	0.06	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__RFN20; f__CAG-449
G3_P143_M_1	0.06	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Mycoplasmatales; f__Mycoplasmoidaceae
G3_P143_M_1	24.81	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae
G3_P143_M_1	0.17	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Lachnospirales; f__CAG-274
G3_P143_M_1	1.0	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Tissierellales; f__Peptoniphilaceae
G3_P143_M_1	1.34	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae
G3_P143_M_1	1.91	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae
G3_P143_M_1	1.23	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Oscillospirales; f__Acutalibacteraceae
G3_P143_M_1	1.26	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Peptostreptococcales; f__Peptostreptococcaceae
G3_P143_M_1	3.14	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Peptostreptococcales; f__Anaerovoracaceae
G3_P143_M_1	9.25	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Clostridiales; f__Clostridiaceae
G3_P143_M_1	0.47	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__TANB77; f__CAG-465
G3_P143_M_1	0.35	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__TANB77; f__CAG-508
G3_P143_M_1	0.11	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Christensenellales; f__CAG-74
G3_P143_M_1	0.23	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Eubacteriales; f__Eubacteriaceae
G3_P143_M_1	1.12	Root; d__Bacteria; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae
G3_P143_M_1	0.81	Root; d__Bacteria; p__Campylobacterota; c__Campylobacteria; o__Campylobacterales; f__Helicobacteraceae
G3_P143_M_1	0.28	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae
G3_P143_M_1	0.06	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae_A
G3_P143_M_1	0.41	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae
G3_P143_M_1	0.53	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales_A; f__Pasteurellaceae
G3_P143_M_1	0.23	Root; d__Bacteria; p__Bacillota_C; c__Negativicutes; o__Acidaminococcales; f__Acidaminococcaceae
G3_P143_M_1	0.11	Root; d__Bacteria; p__Bacillota_C; c__Negativicutes; o__Selenomonadales; f__Selenomonadaceae
G3_P143_M_1	250.9	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetia; o__Actinomycetales; f__Micrococcaceae; g__Arthrobacter_B
G3_P143_M_1	0.61	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetia; o__Actinomycetales; f__Micrococcaceae; g__Arthrobacter_F
G3_P143_M_1	6.17	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetia; o__Actinomycetales; f__Micrococcaceae; g__Arthrobacter
G3_P143_M_1	2.77	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetia; o__Actinomycetales; f__Actinomycetaceae; g__Pauljensenia
G3_P143_M_1	1.28	Root; d__Bacteria; p__Actinomycetota; c__Coriobacteriia; o__Coriobacteriales; f__Atopobiaceae; g__JALCUE01
G3_P143_M_1	6.85	Root; d__Bacteria; p__Actinomycetota; c__Coriobacteriia; o__Coriobacteriales; f__Atopobiaceae; g__UBA7748
G3_P143_M_1	2.21	Root; d__Bacteria; p__Actinomycetota; c__Coriobacteriia; o__Coriobacteriales; f__Atopobiaceae; g__Lancefieldella
G3_P143_M_1	7.3	Root; d__Bacteria; p__Actinomycetota; c__Coriobacteriia; o__Coriobacteriales; f__Atopobiaceae; g__Atopobium
G3_P143_M_1	0.51	Root; d__Bacteria; p__Actinomycetota; c__Coriobacteriia; o__Coriobacteriales; f__Atopobiaceae; g__UBA1367
G3_P143_M_1	5.45	Root; d__Bacteria; p__Actinomycetota; c__Coriobacteriia; o__Coriobacteriales; f__Atopobiaceae; g__Parolsenella
G3_P143_M_1	3.32	Root; d__Bacteria; p__Actinomycetota; c__Coriobacteriia; o__Coriobacteriales; f__Atopobiaceae; g__Parafannyhessea
G3_P143_M_1	2.26	Root; d__Bacteria; p__Actinomycetota; c__Coriobacteriia; o__Coriobacteriales; f__Atopobiaceae; g__Paratractidigestivibacter
G3_P143_M_1	2.95	Root; d__Bacteria; p__Actinomycetota; c__Coriobacteriia; o__Coriobacteriales; f__Atopobiaceae; g__Olsenella_I
G3_P143_M_1	1.8	Root; d__Bacteria; p__Actinomycetota; c__Coriobacteriia; o__Coriobacteriales; f__Atopobiaceae; g__RUG440
G3_P143_M_1	0.72	Root; d__Bacteria; p__Actinomycetota; c__Coriobacteriia; o__Coriobacteriales; f__Atopobiaceae; g__NM07-P-09
G3_P143_M_1	0.44	Root; d__Bacteria; p__Actinomycetota; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__CALUOB01
G3_P143_M_1	3.19	Root; d__Bacteria; p__Actinomycetota; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Collinsella
G3_P143_M_1	2.68	Root; d__Bacteria; p__Actinomycetota; c__Coriobacteriia; o__Coriobacteriales; f__Eggerthellaceae; g__Slackia_A
G3_P143_M_1	11.13	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Alloprevotella
G3_P143_M_1	27.88	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Phocaeicola
G3_P143_M_1	21.29	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__UBA4372
G3_P143_M_1	2.5	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Mediterranea
G3_P143_M_1	24.25	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides
G3_P143_M_1	1.37	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Prevotella
G3_P143_M_1	10.06	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__UBA932; g__Cryptobacteroides
G3_P143_M_1	1.46	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Tannerellaceae; g__Parabacteroides
G3_P143_M_1	0.12	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Limisoma
G3_P143_M_1	1.3	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Paludibacteraceae; g__Aphodosoma
G3_P143_M_1	0.59	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Porphyromonas
G3_P143_M_1	1.93	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Longicatena
G3_P143_M_1	0.88	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Floccifex
G3_P143_M_1	9.99	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Erysipelotrichales; f__Erysipelotrichaceae; g__JALEVB01
G3_P143_M_1	5.72	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Amedibacillus
G3_P143_M_1	3.34	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Erysipelotrichales; f__Erysipelotrichaceae; g__JAHHTG01
G3_P143_M_1	0.8	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Holdemanella
G3_P143_M_1	2.58	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Faecalitalea
G3_P143_M_1	1.8	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Clostridium_AQ
G3_P143_M_1	1.05	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Amedibacterium
G3_P143_M_1	2.09	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Erysipelotrichales; f__Erysipelotrichaceae; g__NSJ-61
G3_P143_M_1	0.45	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Erysipelotrichales; f__Coprobacillaceae; g__Fimiplasma
G3_P143_M_1	0.61	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Erysipelotrichales; f__Coprobacillaceae; g__Longibaculum
G3_P143_M_1	0.58	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Erysipelotrichales; f__Coprobacillaceae; g__MGBC163490
G3_P143_M_1	1.71	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Lactobacillales; f__Vagococcaceae; g__Vagococcus
G3_P143_M_1	3.01	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus
G3_P143_M_1	0.23	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Lactococcus
G3_P143_M_1	27.07	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Acholeplasmatales; f__Anaeroplasmataceae; g__CALUXS01
G3_P143_M_1	3.81	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Acholeplasmatales; f__Anaeroplasmataceae; g__Anaeroplasma
G3_P143_M_1	1.45	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__RFN20; f__UBA1709; g__DUOZ01
G3_P143_M_1	2.51	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__RFN20; f__UBA1709; g__JAAZGG01
G3_P143_M_1	6.4	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__RFN20; f__CAG-826; g__Onthovivens
G3_P143_M_1	0.45	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__RFN20; f__DUOF01; g__RGIG6178
G3_P143_M_1	1.81	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__RFN20; f__CAG-631; g__Caccosoma
G3_P143_M_1	0.42	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__RFN20; f__CAG-449; g__UBA3210
G3_P143_M_1	0.81	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Sporosarcina
G3_P143_M_1	1.8	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Mycoplasmatales; f__Mycoplasmoidaceae; g__Mycoplasma_L
G3_P143_M_1	23.1	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Faecalimonas
G3_P143_M_1	0.49	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Mediterraneibacter
G3_P143_M_1	10.13	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae; g__Blautia
