sample	coverage	taxonomy
D1_P47_M_1	6.71	Root; d__Archaea
D1_P47_M_1	31.01	Root; d__Bacteria
D1_P47_M_1	0.58	Root; d__Archaea; p__Methanobacteriota
D1_P47_M_1	1.7	Root; d__Archaea; p__Thermoproteota
D1_P47_M_1	0.43	Root; d__Archaea; p__Thermoplasmatota
D1_P47_M_1	0.08	Root; d__Archaea; p__Asgardarchaeota
D1_P47_M_1	0.05	Root; d__Archaea; p__Halobacteriota
D1_P47_M_1	2.74	Root; d__Bacteria; p__Actinomycetota
D1_P47_M_1	0.47	Root; d__Bacteria; p__Bacillota_A
D1_P47_M_1	0.17	Root; d__Bacteria; p__Bacteroidota
D1_P47_M_1	2.47	Root; d__Bacteria; p__Chloroflexota
D1_P47_M_1	0.4	Root; d__Bacteria; p__Spirochaetota
D1_P47_M_1	0.63	Root; d__Bacteria; p__Pseudomonadota
D1_P47_M_1	4.19	Root; d__Bacteria; p__Patescibacteria
D1_P47_M_1	0.34	Root; d__Bacteria; p__Planctomycetota
D1_P47_M_1	0.12	Root; d__Bacteria; p__Bacillota_B
D1_P47_M_1	0.17	Root; d__Bacteria; p__Desulfobacterota
D1_P47_M_1	0.11	Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria
D1_P47_M_1	1.21	Root; d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia
D1_P47_M_1	0.31	Root; d__Bacteria; p__Actinomycetota; c__Coriobacteriia
D1_P47_M_1	0.39	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia
D1_P47_M_1	9.7	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetia
D1_P47_M_1	0.73	Root; d__Bacteria; p__Actinomycetota; c__Acidimicrobiia
D1_P47_M_1	93.59	Root; d__Bacteria; p__Bacillota_A; c__Clostridia
D1_P47_M_1	13.17	Root; d__Bacteria; p__Bacillota; c__Bacilli
D1_P47_M_1	0.68	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia
D1_P47_M_1	0.85	Root; d__Bacteria; p__Chloroflexota; c__Chloroflexia
D1_P47_M_1	0.64	Root; d__Bacteria; p__Chloroflexota; c__Dehalococcoidia
D1_P47_M_1	0.45	Root; d__Bacteria; p__Chloroflexota; c__Limnocylindria
D1_P47_M_1	0.4	Root; d__Bacteria; p__Chloroflexota; c__Anaerolineae
D1_P47_M_1	0.23	Root; d__Bacteria; p__Bacillota_C; c__Negativicutes
D1_P47_M_1	0.13	Root; d__Bacteria; p__Spirochaetota; c__Spirochaetia
D1_P47_M_1	1.65	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria
D1_P47_M_1	0.83	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria
