sample	coverage	taxonomy
D3_P41_M_1	7.51	Root; d__Archaea
D3_P41_M_1	31.14	Root; d__Bacteria
D3_P41_M_1	0.76	Root; d__Archaea; p__Methanobacteriota
D3_P41_M_1	1.98	Root; d__Archaea; p__Thermoproteota
D3_P41_M_1	0.29	Root; d__Archaea; p__Thermoplasmatota
D3_P41_M_1	0.75	Root; d__Archaea; p__Halobacteriota
D3_P41_M_1	0.06	Root; d__Bacteria; p__Bacillota_A
D3_P41_M_1	0.1	Root; d__Bacteria; p__Spirochaetota
D3_P41_M_1	0.06	Root; d__Bacteria; p__Bacteroidota
D3_P41_M_1	1.85	Root; d__Bacteria; p__Patescibacteria
D3_P41_M_1	0.11	Root; d__Bacteria; p__Cyanobacteriota
D3_P41_M_1	0.66	Root; d__Bacteria; p__Bacillota_B
D3_P41_M_1	0.15	Root; d__Bacteria; p__Pseudomonadota
D3_P41_M_1	0.45	Root; d__Bacteria; p__Chloroflexota
D3_P41_M_1	0.75	Root; d__Bacteria; p__Verrucomicrobiota
D3_P41_M_1	0.17	Root; d__Bacteria; p__Desulfobacterota
D3_P41_M_1	0.18	Root; d__Archaea; p__Thermoplasmatota; c__Thermoplasmata
D3_P41_M_1	0.91	Root; d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia
D3_P41_M_1	38.86	Root; d__Bacteria; p__Bacillota_A; c__Clostridia
D3_P41_M_1	0.17	Root; d__Bacteria; p__Actinomycetota; c__Coriobacteriia
D3_P41_M_1	0.15	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia
D3_P41_M_1	2.08	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetia
D3_P41_M_1	0.73	Root; d__Bacteria; p__Spirochaetota; c__Spirochaetia
D3_P41_M_1	11.13	Root; d__Bacteria; p__Bacillota; c__Bacilli
D3_P41_M_1	1.23	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia
D3_P41_M_1	0.06	Root; d__Bacteria; p__Patescibacteria; c__JAEDAM01
D3_P41_M_1	0.31	Root; d__Bacteria; p__Bacillota_C; c__Negativicutes
D3_P41_M_1	1.42	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria
D3_P41_M_1	1.37	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria
D3_P41_M_1	0.18	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae
D3_P41_M_1	0.48	Root; d__Archaea; p__Methanobacteriota; c__Methanobacteria; o__Methanobacteriales
D3_P41_M_1	1.08	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Lachnospirales
D3_P41_M_1	0.67	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Peptostreptococcales
D3_P41_M_1	0.07	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Saccharofermentanales
D3_P41_M_1	14.41	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__TANB77
D3_P41_M_1	3.66	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Oscillospirales
D3_P41_M_1	0.83	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Tissierellales
D3_P41_M_1	4.94	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Christensenellales
D3_P41_M_1	0.11	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Clostridiales
D3_P41_M_1	0.23	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Eubacteriales
D3_P41_M_1	1.94	Root; d__Bacteria; p__Actinomycetota; c__Coriobacteriia; o__Coriobacteriales
D3_P41_M_1	0.29	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales
D3_P41_M_1	3.02	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetia; o__Actinomycetales
D3_P41_M_1	0.62	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetia; o__Mycobacteriales
D3_P41_M_1	0.24	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetia; o__Propionibacteriales
D3_P41_M_1	1.85	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Bacillales
D3_P41_M_1	0.3	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Erysipelotrichales
D3_P41_M_1	1.68	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Lactobacillales
D3_P41_M_1	0.13	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Acholeplasmatales
D3_P41_M_1	2.82	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__RFN20
D3_P41_M_1	0.28	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Staphylococcales
D3_P41_M_1	0.12	Root; d__Bacteria; p__Campylobacterota; c__Campylobacteria; o__Campylobacterales
D3_P41_M_1	0.25	Root; d__Bacteria; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales
D3_P41_M_1	5.23	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales
D3_P41_M_1	0.41	Root; d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales
D3_P41_M_1	0.08	Root; d__Bacteria; p__Cyanobacteriota; c__Vampirovibrionia; o__Gastranaerophilales
D3_P41_M_1	0.52	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales
D3_P41_M_1	0.23	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales_A
D3_P41_M_1	0.18	Root; d__Bacteria; p__Verrucomicrobiota; c__Lentisphaeria; o__Victivallales
D3_P41_M_1	0.4	Root; d__Bacteria; p__Verrucomicrobiota; c__Kiritimatiellia; o__RFP12
D3_P41_M_1	2.34	Root; d__Archaea; p__Methanobacteriota; c__Methanobacteria; o__Methanobacteriales; f__Methanobacteriaceae
D3_P41_M_1	124.04	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae
D3_P41_M_1	14.85	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Peptostreptococcales; f__Anaerovoracaceae
D3_P41_M_1	2.45	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Peptostreptococcales; f__Peptostreptococcaceae
D3_P41_M_1	0.34	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Saccharofermentanales; f__Saccharofermentanaceae
D3_P41_M_1	13.65	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__TANB77; f__CAG-465
D3_P41_M_1	5.44	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__TANB77; f__CAG-508
D3_P41_M_1	0.52	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Oscillospirales; f__Butyricicoccaceae
D3_P41_M_1	7.75	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae
D3_P41_M_1	5.1	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Oscillospirales; f__Acutalibacteraceae
D3_P41_M_1	4.29	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Oscillospirales; f__Ruminococcaceae
D3_P41_M_1	0.96	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Oscillospirales; f__CAG-272
D3_P41_M_1	2.37	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Tissierellales; f__Peptoniphilaceae
D3_P41_M_1	9.62	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Christensenellales; f__CAG-74
D3_P41_M_1	0.74	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Christensenellales; f__CAG-138
D3_P41_M_1	0.18	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Christensenellales; f__UBA3700
D3_P41_M_1	0.69	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Christensenellales; f__Borkfalkiaceae
D3_P41_M_1	2.84	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Clostridiales; f__Clostridiaceae
D3_P41_M_1	0.87	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Eubacteriales; f__Eubacteriaceae
D3_P41_M_1	11.43	Root; d__Bacteria; p__Actinomycetota; c__Coriobacteriia; o__Coriobacteriales; f__Atopobiaceae
D3_P41_M_1	1.38	Root; d__Bacteria; p__Actinomycetota; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae
D3_P41_M_1	15.31	Root; d__Bacteria; p__Actinomycetota; c__Coriobacteriia; o__Coriobacteriales; f__Eggerthellaceae
D3_P41_M_1	0.52	Root; d__Bacteria; p__Actinomycetota; c__Coriobacteriia; o__Coriobacteriales; f__UMGS124
D3_P41_M_1	1.4	Root; d__Bacteria; p__Actinomycetota; c__Coriobacteriia; o__Coriobacteriales; f__QAMH01
D3_P41_M_1	0.53	Root; d__Bacteria; p__Actinomycetota; c__Coriobacteriia; o__Coriobacteriales; f__RUG844
D3_P41_M_1	0.52	Root; d__Bacteria; p__Actinomycetota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae
D3_P41_M_1	2.79	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetia; o__Actinomycetales; f__Actinomycetaceae
D3_P41_M_1	1.99	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetia; o__Actinomycetales; f__Micrococcaceae
D3_P41_M_1	0.63	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetia; o__Actinomycetales; f__Microbacteriaceae
D3_P41_M_1	0.11	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetia; o__Actinomycetales; f__Bifidobacteriaceae
D3_P41_M_1	0.78	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetia; o__Mycobacteriales; f__Mycobacteriaceae
D3_P41_M_1	0.4	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetia; o__Propionibacteriales; f__Propionibacteriaceae
