sample	coverage	taxonomy
D3_P266_M_1	1.12	Root; d__Archaea
D3_P266_M_1	6.95	Root; d__Bacteria
D3_P266_M_1	0.05	Root; d__Archaea; p__Methanobacteriota
D3_P266_M_1	0.21	Root; d__Bacteria; p__Pseudomonadota
D3_P266_M_1	0.83	Root; d__Bacteria; p__Actinomycetota
D3_P266_M_1	0.23	Root; d__Bacteria; p__Spirochaetota
D3_P266_M_1	0.34	Root; d__Bacteria; p__Verrucomicrobiota
D3_P266_M_1	0.72	Root; d__Bacteria; p__Patescibacteria
D3_P266_M_1	0.29	Root; d__Bacteria; p__Bacillota_B
D3_P266_M_1	7.32	Root; d__Bacteria; p__Bacillota_A; c__Clostridia
D3_P266_M_1	2.04	Root; d__Bacteria; p__Bacillota; c__Bacilli
D3_P266_M_1	0.62	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia
D3_P266_M_1	0.74	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria
D3_P266_M_1	0.34	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria
D3_P266_M_1	0.23	Root; d__Bacteria; p__Bacillota_C; c__Negativicutes
D3_P266_M_1	0.5	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetia
D3_P266_M_1	0.63	Root; d__Bacteria; p__Spirochaetota; c__Spirochaetia
D3_P266_M_1	5.55	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__TANB77
D3_P266_M_1	1.14	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Oscillospirales
D3_P266_M_1	0.23	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Lachnospirales
D3_P266_M_1	0.06	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Tissierellales
D3_P266_M_1	0.06	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Eubacteriales
D3_P266_M_1	0.29	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Peptostreptococcales
D3_P266_M_1	0.14	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Christensenellales
D3_P266_M_1	0.4	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Mycoplasmatales
D3_P266_M_1	0.59	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__RFN20
