sample	taxonomy	base_contribution
G3_P143_M_1	d__Archaea	8650737.806750469
G3_P143_M_1	d__Bacteria	36078034.042496316
G3_P143_M_1	p__Thermoproteota	975153.722308783
G3_P143_M_1	p__Actinomycetota	11852545.997521376
G3_P143_M_1	p__Bacteroidota	644411.353974407
G3_P143_M_1	p__Bacillota_B	673588.275667193
G3_P143_M_1	p__Pseudomonadota	716618.7632189317
G3_P143_M_1	p__Patescibacteria	390671.118059548
G3_P143_M_1	c__Actinomycetia	8812857.187904041
G3_P143_M_1	c__Coriobacteriia	136660.54194878074
G3_P143_M_1	c__Thermoleophilia	384042.9390654732
G3_P143_M_1	c__Bacteroidia	1363496.6374227814
G3_P143_M_1	c__Gammaproteobacteria	7124651.199171079
G3_P143_M_1	c__Bacilli	14784856.334352577
G3_P143_M_1	c__Clostridia	28785206.093793
G3_P143_M_1	c__Negativicutes	1749301.8413842593
G3_P143_M_1	o__Actinomycetales	5174098.112633382
G3_P143_M_1	o__Propionibacteriales	725898.394621947
G3_P143_M_1	o__Mycobacteriales	361268.1807491986
G3_P143_M_1	o__Coriobacteriales	14604183.736868596
G3_P143_M_1	o__Solirubrobacterales	1183537.3183916798
G3_P143_M_1	o__Bacteroidales	23494786.664306328
G3_P143_M_1	o__Pseudomonadales	394754.6411765826
G3_P143_M_1	o__Burkholderiales	2778970.3215098763
G3_P143_M_1	o__Enterobacterales_A	933408.8844178955
G3_P143_M_1	o__Saccharimonadales	341982.86840938637
G3_P143_M_1	o__Erysipelotrichales	301931.27184096794
G3_P143_M_1	o__Lactobacillales	3589411.1586749954
G3_P143_M_1	o__RFN20	10730312.884019112
G3_P143_M_1	o__Bacillales	999437.0332713097
G3_P143_M_1	o__Mycoplasmatales	226680.43481246888
G3_P143_M_1	o__Lachnospirales	4859403.8056907
G3_P143_M_1	o__Tissierellales	540322.0532206238
G3_P143_M_1	o__Oscillospirales	4136115.9119459144
G3_P143_M_1	o__Clostridiales	636325.4284479303
G3_P143_M_1	o__TANB77	993254.6315216488
G3_P143_M_1	o__Christensenellales	796908.3145766178
G3_P143_M_1	o__Selenomonadales	287603.4229135249
G3_P143_M_1	o__Fusobacteriales	257475.4075105433
G3_P143_M_1	o__Campylobacterales	482405.1965924594
G3_P143_M_1	o__Deferribacterales	156474.74355552488
G3_P143_M_1	f__Micrococcaceae	292905527.62194574
G3_P143_M_1	f__Microbacteriaceae	1227764.773597956
G3_P143_M_1	f__Actinomycetaceae	1197326.482365363
G3_P143_M_1	f__Atopobiaceae	114808158.55841343
G3_P143_M_1	f__Coriobacteriaceae	4161249.934061004
G3_P143_M_1	f__Eggerthellaceae	4540261.302187984
G3_P143_M_1	f__Bacteroidaceae	38920652.862678945
G3_P143_M_1	f__UBA932	415855.66109659127
G3_P143_M_1	f__Tannerellaceae	1609339.2869508888
G3_P143_M_1	f__Muribaculaceae	169826.4773577373
G3_P143_M_1	f__Paludibacteraceae	922475.3825537545
G3_P143_M_1	f__Porphyromonadaceae	426770.7481950985
G3_P143_M_1	f__Moraxellaceae	906392.1895779183
G3_P143_M_1	f__Burkholderiaceae_A	181899.08101467477
G3_P143_M_1	f__Pasteurellaceae	1174419.3817257981
