sample	taxonomy	base_contribution
KRGM_92_05gb_M_1	d__Bacteria	5986008.242386276
KRGM_92_05gb_M_1	p__Actinomycetota	627115.9142889163
KRGM_92_05gb_M_1	c__Clostridia	3869437.066818542
KRGM_92_05gb_M_1	c__Bacilli	921742.6412625539
KRGM_92_05gb_M_1	o__Coriobacteriales	1050651.163314895
KRGM_92_05gb_M_1	o__Oscillospirales	861494.0767792539
KRGM_92_05gb_M_1	o__Lachnospirales	1051250.394379898
KRGM_92_05gb_M_1	o__Christensenellales	127508.26087405834
KRGM_92_05gb_M_1	o__Lactobacillales	388307.0728680599
KRGM_92_05gb_M_1	o__Bacteroidales	1553886.1369708122
KRGM_92_05gb_M_1	o__Veillonellales	216580.24531336466
KRGM_92_05gb_M_1	f__Eggerthellaceae	439913.60934103036
KRGM_92_05gb_M_1	f__Ruminococcaceae	2540094.1728575737
KRGM_92_05gb_M_1	f__Acutalibacteraceae	1174924.5904519227
KRGM_92_05gb_M_1	f__Oscillospiraceae	2716075.933259473
KRGM_92_05gb_M_1	f__Lachnospiraceae	14407609.385180978
KRGM_92_05gb_M_1	f__CAG-74	753702.8139618938
KRGM_92_05gb_M_1	f__Streptococcaceae	136303.7316175768
KRGM_92_05gb_M_1	f__Lactobacillaceae	468569.80940621515
KRGM_92_05gb_M_1	f__Erysipelotrichaceae	134995.0132387693
KRGM_92_05gb_M_1	f__Bacteroidaceae	1736091.54283067
KRGM_92_05gb_M_1	g__Senegalimassilia	452264.6940144766
KRGM_92_05gb_M_1	g__Collinsella	22117.923360390905
KRGM_92_05gb_M_1	g__Gemmiger	439294.49390618305
KRGM_92_05gb_M_1	g__Faecalibacterium	8481383.729351232
KRGM_92_05gb_M_1	g__Faecousia	141613.62461603977
KRGM_92_05gb_M_1	g__CAG-103	181082.83066266731
KRGM_92_05gb_M_1	g__Agathobaculum	569557.8054322009
KRGM_92_05gb_M_1	g__Agathobacter	950262.055479163
KRGM_92_05gb_M_1	g__Blautia_A	11644788.393496947
KRGM_92_05gb_M_1	g__Roseburia	1547763.639855624
KRGM_92_05gb_M_1	g__Acetatifactor	552734.7964698717
KRGM_92_05gb_M_1	g__Lachnospira	944939.2645970025
KRGM_92_05gb_M_1	g__Eubacterium_I	633469.5706547013
KRGM_92_05gb_M_1	g__Eubacterium_F	483847.32406236004
KRGM_92_05gb_M_1	g__Dorea_A	169712.89369394325
