sample	taxonomy	base_contribution
KRGM_95_5gb_M_1	d__Archaea	4887793.695713149
KRGM_95_5gb_M_1	d__Bacteria	26937037.09073824
KRGM_95_5gb_M_1	p__Bacteroidota	411893.05040129117
KRGM_95_5gb_M_1	c__Bacilli	4608713.206312769
KRGM_95_5gb_M_1	c__Actinomycetia	1006535.1771346882
KRGM_95_5gb_M_1	c__Clostridia	5675174.364667195
KRGM_95_5gb_M_1	c__Gammaproteobacteria	4499148.428860699
KRGM_95_5gb_M_1	o__Bacteroidales	207184.81826277496
KRGM_95_5gb_M_1	o__Erysipelotrichales	349340.29256940127
KRGM_95_5gb_M_1	o__Lactobacillales	2329842.4372083596
KRGM_95_5gb_M_1	o__Actinomycetales	762994.531835954
KRGM_95_5gb_M_1	o__Coriobacteriales	677086.3052473767
KRGM_95_5gb_M_1	o__Lachnospirales	340110.42171114346
KRGM_95_5gb_M_1	o__Oscillospirales	3422692.6834202786
KRGM_95_5gb_M_1	o__Peptostreptococcales	749073.1385680726
KRGM_95_5gb_M_1	o__Burkholderiales	647055.1227323628
KRGM_95_5gb_M_1	o__Veillonellales	334714.92457519996
KRGM_95_5gb_M_1	f__Bacteroidaceae	953148.2980246817
KRGM_95_5gb_M_1	f__Coprobacillaceae	2354876.664948655
KRGM_95_5gb_M_1	f__Erysipelotrichaceae	269990.0264775386
KRGM_95_5gb_M_1	f__Streptococcaceae	2317163.4374988056
KRGM_95_5gb_M_1	f__Lactobacillaceae	1385336.8278096796
KRGM_95_5gb_M_1	f__Bifidobacteriaceae	5231821.117903529
KRGM_95_5gb_M_1	f__Actinomycetaceae	275519.56633247924
KRGM_95_5gb_M_1	f__Eggerthellaceae	2615042.0110827917
KRGM_95_5gb_M_1	f__Lachnospiraceae	34412877.16283845
KRGM_95_5gb_M_1	f__Ruminococcaceae	3433831.0114556085
KRGM_95_5gb_M_1	f__Acutalibacteraceae	248541.7402879067
KRGM_95_5gb_M_1	f__Butyricicoccaceae	419883.8843743731
KRGM_95_5gb_M_1	f__Oscillospiraceae	1081623.1592626222
KRGM_95_5gb_M_1	f__Peptostreptococcaceae	1509905.1525628448
KRGM_95_5gb_M_1	f__Anaerovoracaceae	501004.8852015263
KRGM_95_5gb_M_1	f__CAG-508	501250.3582264612
KRGM_95_5gb_M_1	f__UBA1381	979942.2544804271
KRGM_95_5gb_M_1	f__CAG-74	188425.70349047345
KRGM_95_5gb_M_1	f__Enterobacteriaceae	10496931.686943533
KRGM_95_5gb_M_1	f__Pasteurellaceae	13162003.823557554
KRGM_95_5gb_M_1	f__Veillonellaceae	235903.70736232528
KRGM_95_5gb_M_1	g__Thomasclavelia	990070.2049279828
KRGM_95_5gb_M_1	g__Streptococcus	111458101.15033701
KRGM_95_5gb_M_1	g__Lactococcus	22164.189943190562
KRGM_95_5gb_M_1	g__Lactobacillus	262577.6272808756
KRGM_95_5gb_M_1	g__Granulicatella	641300.9598940586
KRGM_95_5gb_M_1	g__Pauljensenia	14228765.612923283
KRGM_95_5gb_M_1	g__Actinomyces	2663357.2350723287
KRGM_95_5gb_M_1	g__Rothia	554819.9645537528
KRGM_95_5gb_M_1	g__Eggerthella	1176558.9138070159
KRGM_95_5gb_M_1	g__Gordonibacter	491261.5240225919
KRGM_95_5gb_M_1	g__Anaerotardibacter	664066.5699713448
KRGM_95_5gb_M_1	g__Blautia_A	1794212.1089678076
KRGM_95_5gb_M_1	g__Agathobacter	1036649.5150681776
KRGM_95_5gb_M_1	g__Schaedlerella	251282.32431937335
KRGM_95_5gb_M_1	g__Eubacterium_I	826264.6573756973
KRGM_95_5gb_M_1	g__Enterocloster	509914.1995336924
KRGM_95_5gb_M_1	g__Eubacterium_G	46096.44215384233
KRGM_95_5gb_M_1	g__Ruminococcus_D	553653.4769125878
KRGM_95_5gb_M_1	g__UBA1417	215870.3331863399
KRGM_95_5gb_M_1	g__UMGS1071	19221.713887628575
KRGM_95_5gb_M_1	g__Flavonifractor	187360.76926125778
KRGM_95_5gb_M_1	g__Lentihominibacter	602977.620618221
KRGM_95_5gb_M_1	g__Mogibacterium	696679.1695214617
KRGM_95_5gb_M_1	g__CAG-269	1045376.0788502955
KRGM_95_5gb_M_1	g__Ventricola	899823.7570853073
KRGM_95_5gb_M_1	g__Clostridium	4587733.127730232
KRGM_95_5gb_M_1	g__Escherichia	139855.31060749912
KRGM_95_5gb_M_1	g__Haemophilus	2912775.238849765
KRGM_95_5gb_M_1	g__Haemophilus_D	20759403.262449116
KRGM_95_5gb_M_1	g__Veillonella	14245042.327744486
KRGM_95_5gb_M_1	s__Bacteroides sp902362375	42474642.735600606
KRGM_95_5gb_M_1	s__Bacteroides ovatus	103763518.42082667
KRGM_95_5gb_M_1	s__Bacteroides fragilis	85554786.24988864
KRGM_95_5gb_M_1	s__Bacteroides caccae	17650042.210003838
KRGM_95_5gb_M_1	s__Alistipes onderdonkii	6969029.427069658
KRGM_95_5gb_M_1	s__Thomasclavelia spiroformis	2018134.2911304003
KRGM_95_5gb_M_1	s__Thomasclavelia sp000508865	2609659.796179152
KRGM_95_5gb_M_1	s__Faecalibacillus intestinalis	74673361.5536863
KRGM_95_5gb_M_1	s__Faecalibacillus sp900544435	4891759.364115854
KRGM_95_5gb_M_1	s__Massilimicrobiota sp002160865	2664289.481962397
KRGM_95_5gb_M_1	s__Clostridium_AQ innocuum	5178560.532193842
KRGM_95_5gb_M_1	s__Streptococcus thermophilus	511027586.4392595
KRGM_95_5gb_M_1	s__Lactococcus lactis	1100315.5361050328
KRGM_95_5gb_M_1	s__Lactobacillus helveticus	1710322.1677373606
KRGM_95_5gb_M_1	s__Lactobacillus delbrueckii	3008418.4218927454
KRGM_95_5gb_M_1	s__Lacticaseibacillus paracasei	5961541.804619409
KRGM_95_5gb_M_1	s__Granulicatella sp916050055	2125455.76254488
KRGM_95_5gb_M_1	s__Turicibacter sanguinis	4217328.417588992
KRGM_95_5gb_M_1	s__Bifidobacterium longum	854888729.8439878
KRGM_95_5gb_M_1	s__Bifidobacterium animalis	40223641.57084583
KRGM_95_5gb_M_1	s__Pauljensenia sp001838165	18604170.609390613
KRGM_95_5gb_M_1	s__Actinomyces sp915069725	3286612.739298289
KRGM_95_5gb_M_1	s__Actinomyces naeslundii	2212769.2550034816
KRGM_95_5gb_M_1	s__Rothia sp015265375	1224116.1535385847
KRGM_95_5gb_M_1	s__Eggerthella lenta	26056020.552728727
KRGM_95_5gb_M_1	s__Gordonibacter pamelaeae	1951669.5237326722
KRGM_95_5gb_M_1	s__Gordonibacter urolithinfaciens	5684777.856088632
KRGM_95_5gb_M_1	s__Anaerotardibacter sp000435675	2578724.0413130173
KRGM_95_5gb_M_1	s__Anaerotardibacter sp900538545	2037215.4618395816
KRGM_95_5gb_M_1	s__Adlercreutzia equolifaciens	66823446.27264626
