sample	taxonomy	base_contribution
G1_P82_M_1	d__Archaea	7705667.64128443
G1_P82_M_1	d__Bacteria	92618676.98109755
G1_P82_M_1	p__Methanobacteriota	325239.93536968384
G1_P82_M_1	p__Thermoplasmatota	102409.0757990368
G1_P82_M_1	p__Thermoproteota	7834637.399996008
G1_P82_M_1	p__Halobacteriota	931571.9712384836
G1_P82_M_1	p__Bacillota_A	722112.2551861323
G1_P82_M_1	p__Actinomycetota	1180453.485720313
G1_P82_M_1	p__Bacteroidota	187224.11381876873
G1_P82_M_1	p__Bacillota_B	2495782.8644494936
G1_P82_M_1	p__Pseudomonadota	447617.0352180854
G1_P82_M_1	p__Spirochaetota	604514.6432989377
G1_P82_M_1	c__Thermoplasmata	935798.3216880319
G1_P82_M_1	c__Nanoarchaeia	3403539.122457047
G1_P82_M_1	c__Clostridia	98902811.42788194
G1_P82_M_1	c__Coriobacteriia	135672.52547964556
G1_P82_M_1	c__Actinomycetia	3938615.910527041
G1_P82_M_1	c__Bacteroidia	226566.5646121671
G1_P82_M_1	c__Gammaproteobacteria	4741410.267337813
G1_P82_M_1	c__Bacilli	66528130.63700903
G1_P82_M_1	c__Negativicutes	1978027.9630026335
G1_P82_M_1	o__Methanobacteriales	109199.09034751603
G1_P82_M_1	o__Lachnospirales	6987723.209701673
G1_P82_M_1	o__Peptostreptococcales	9390166.844192624
G1_P82_M_1	o__TANB77	34859219.28795263
G1_P82_M_1	o__Oscillospirales	9080613.24172727
G1_P82_M_1	o__Clostridiales	216941.48152643297
G1_P82_M_1	o__Tissierellales	6015290.850266135
G1_P82_M_1	o__Christensenellales	10498180.145297471
G1_P82_M_1	o__Eubacteriales	152684.64481642746
G1_P82_M_1	o__Coriobacteriales	4482778.296810218
G1_P82_M_1	o__Actinomycetales	3085151.802641032
G1_P82_M_1	o__Mycobacteriales	675812.7500771263
G1_P82_M_1	o__Bacteroidales	17403524.7340731
G1_P82_M_1	o__Enterobacterales_A	433993.6707094533
G1_P82_M_1	o__Burkholderiales	380620.6604308016
G1_P82_M_1	o__Acholeplasmatales	96229.74729432842
G1_P82_M_1	o__Lactobacillales	2352684.02973001
G1_P82_M_1	o__Mycoplasmatales	367075.04059297376
G1_P82_M_1	o__RFN20	427986.9200931789
G1_P82_M_1	o__Campylobacterales	362921.8077650236
