sample	taxonomy	base_contribution
G1_P74_M_1	d__Archaea	4400753.754503298
G1_P74_M_1	d__Bacteria	10294618.570697276
G1_P74_M_1	p__Methanobacteriota	569169.8868969468
G1_P74_M_1	p__Thermoproteota	856634.6132114086
G1_P74_M_1	p__Actinomycetota	7045831.7428931175
G1_P74_M_1	p__Pseudomonadota	1032962.3889648123
G1_P74_M_1	c__Actinomycetia	7264558.234972098
G1_P74_M_1	c__Coriobacteriia	542690.1019185822
G1_P74_M_1	c__Thermoleophilia	185814.71786586192
G1_P74_M_1	c__Gammaproteobacteria	1384353.362726369
G1_P74_M_1	c__Alphaproteobacteria	958870.5068433837
G1_P74_M_1	c__Bacilli	3659860.487366023
G1_P74_M_1	c__Clostridia	12201624.88403447
G1_P74_M_1	c__Bacteroidia	906266.2584486684
G1_P74_M_1	c__Negativicutes	906596.1497095405
G1_P74_M_1	o__Actinomycetales	4511619.840421294
G1_P74_M_1	o__Mycobacteriales	4177751.545931326
G1_P74_M_1	o__Propionibacteriales	679961.8823430458
G1_P74_M_1	o__Coriobacteriales	3035214.4717985853
G1_P74_M_1	o__Solirubrobacterales	373345.4407905951
G1_P74_M_1	o__Bacillales	5093448.236001472
G1_P74_M_1	o__Lactobacillales	5367774.242587887
G1_P74_M_1	o__Erysipelotrichales	745259.2908147228
G1_P74_M_1	o__Mycoplasmatales	112946.16633629962
G1_P74_M_1	o__Lachnospirales	463786.9386970138
G1_P74_M_1	o__Peptostreptococcales	2113456.3552456335
G1_P74_M_1	o__TANB77	4366622.475342353
G1_P74_M_1	o__Oscillospirales	1303882.9270172492
G1_P74_M_1	o__Clostridiales	216941.48152643297
G1_P74_M_1	o__Christensenellales	956311.9565554376
G1_P74_M_1	o__Bacteroidales	2900587.4556788495
G1_P74_M_1	f__Methanobacteriaceae	1694801.6246092296
G1_P74_M_1	f__Micrococcaceae	180416646.79178062
G1_P74_M_1	f__Actinomycetaceae	1402645.064965349
G1_P74_M_1	f__Bifidobacteriaceae	129409.0029163417
G1_P74_M_1	f__Mycobacteriaceae	1489025.4617765541
G1_P74_M_1	f__Eggerthellaceae	4276014.8140630005
G1_P74_M_1	f__Atopobiaceae	9478680.73637693
G1_P74_M_1	f__Coriobacteriaceae	537490.1105955101
G1_P74_M_1	f__Planococcaceae	3016628.961492
G1_P74_M_1	f__Lactobacillaceae	11449401.429838821
G1_P74_M_1	f__Streptococcaceae	386193.90624980093
G1_P74_M_1	f__Enterococcaceae	1091158.493385321
G1_P74_M_1	f__Erysipelotrichaceae	2543118.062976
G1_P74_M_1	f__Mycoplasmoidaceae	557772.7003970437
G1_P74_M_1	f__Anaeroplasmataceae	664744.7856549999
G1_P74_M_1	f__Amphibacillaceae	2756683.433863936
G1_P74_M_1	f__Lachnospiraceae	21277677.37986
G1_P74_M_1	f__CAG-274	1060371.2399414664
G1_P74_M_1	f__Anaerovoracaceae	4421852.887295999
G1_P74_M_1	f__Peptostreptococcaceae	2427690.6374539854
G1_P74_M_1	f__CAG-465	852672.338622
G1_P74_M_1	f__CAG-508	1547979.0474640713
G1_P74_M_1	f__Oscillospiraceae	1009514.9486451141
G1_P74_M_1	f__Acutalibacteraceae	730709.6499359999
G1_P74_M_1	f__Clostridiaceae	8829593.611277867
G1_P74_M_1	f__Bacteroidaceae	8646416.703509612
G1_P74_M_1	f__Fusobacteriaceae	731878.5078191323
G1_P74_M_1	g__Methanobrevibacter_A	8706093.912800428
G1_P74_M_1	g__Methanosphaera	864759.4009216815
G1_P74_M_1	g__Methanobrevibacter	1773559.6321843923
G1_P74_M_1	g__Arthrobacter_B	980510076.5050081
G1_P74_M_1	g__Bifidobacterium	536962.8987494603
