sample	taxonomy	base_contribution
D3_P75_M_1	d__Archaea	10071290.212875137
D3_P75_M_1	d__Bacteria	28548654.69445762
D3_P75_M_1	p__Thermoproteota	856634.6132114086
D3_P75_M_1	p__Halobacteriota	2678269.41731064
D3_P75_M_1	p__Actinomycetota	6898275.057178079
D3_P75_M_1	p__Bacteroidota	224668.93658252244
D3_P75_M_1	p__Spirochaetota	213358.10939962504
D3_P75_M_1	p__Bacillota_B	1109236.8286442196
D3_P75_M_1	p__Pseudomonadota	1549443.5834472186
D3_P75_M_1	p__Verrucomicrobiota	742763.7522607234
D3_P75_M_1	p__Patescibacteria	375184.28380910703
D3_P75_M_1	c__Nanoarchaeia	807619.4527864178
D3_P75_M_1	c__Actinomycetia	27701598.570706856
D3_P75_M_1	c__Thermoleophilia	712289.7518191374
D3_P75_M_1	c__Bacteroidia	830744.0702446126
D3_P75_M_1	c__Spirochaetia	1156680.5675584006
D3_P75_M_1	c__Dehalobacteriia	136819.43553245213
D3_P75_M_1	c__Gammaproteobacteria	3391665.738679603
D3_P75_M_1	c__Alphaproteobacteria	2088967.8899088
D3_P75_M_1	c__Bacilli	22826685.410090305
D3_P75_M_1	c__Clostridia	33483528.75153645
D3_P75_M_1	c__Negativicutes	1181322.2556821285
D3_P75_M_1	o__Methanobacteriales	567835.2698070833
D3_P75_M_1	o__Actinomycetales	21032110.13843456
D3_P75_M_1	o__Mycobacteriales	7372502.728114105
D3_P75_M_1	o__Propionibacteriales	415532.2614318613
D3_P75_M_1	o__Solirubrobacterales	1357619.784693073
D3_P75_M_1	o__Coriobacteriales	1167390.1814609943
D3_P75_M_1	o__Bacteroidales	8839885.579211732
D3_P75_M_1	o__Burkholderiales	1294110.2454647257
D3_P75_M_1	o__Enterobacterales_A	687156.6452899678
D3_P75_M_1	o__RF32	171794.97520576484
D3_P75_M_1	o__Bacillales	38925539.3645641
D3_P75_M_1	o__Lactobacillales	4568318.504330116
D3_P75_M_1	o__Acholeplasmatales	128306.32972577123
D3_P75_M_1	o__Staphylococcales	403524.69519601576
D3_P75_M_1	o__RFN20	2753382.519266118
D3_P75_M_1	o__Erysipelotrichales	1187756.9947359643
D3_P75_M_1	o__Mycoplasmatales	197655.79108852433
D3_P75_M_1	o__Lachnospirales	2288015.5642386014
D3_P75_M_1	o__Peptostreptococcales	5243511.969976508
D3_P75_M_1	o__Christensenellales	4037761.594345181
D3_P75_M_1	o__Oscillospirales	4773142.857831
D3_P75_M_1	o__TANB77	10857547.776526932
D3_P75_M_1	o__Tissierellales	2313573.4039485133
D3_P75_M_1	o__Eubacteriales	458053.9344492824
D3_P75_M_1	o__Fusobacteriales	244946.5722766753
D3_P75_M_1	o__Campylobacterales	597753.5657306272
D3_P75_M_1	f__Methanobacteriaceae	1099330.783530311
D3_P75_M_1	f__Micrococcaceae	214475806.88833913
D3_P75_M_1	f__Cellulomonadaceae	2077898.9923443226
D3_P75_M_1	f__Actinomycetaceae	1778353.5645096386
D3_P75_M_1	f__Microbacteriaceae	3850066.565076108
D3_P75_M_1	f__Mycobacteriaceae	1633124.700012995
D3_P75_M_1	f__Solirubrobacteraceae	2024271.011065103
D3_P75_M_1	f__Coriobacteriaceae	2956195.6082753055
D3_P75_M_1	f__Eggerthellaceae	7532062.791743999
D3_P75_M_1	f__Atopobiaceae	2841331.155988288
D3_P75_M_1	f__UMGS124	393523.3143472361
D3_P75_M_1	f__Bacteroidaceae	10008057.129259156
D3_P75_M_1	f__UBA932	377427.3458392603
D3_P75_M_1	f__Paludibacteraceae	732944.0798627207
D3_P75_M_1	f__Muribaculaceae	629795.4546939802
D3_P75_M_1	f__Tannerellaceae	238209.60172081797
D3_P75_M_1	f__Sphaerochaetaceae	719292.7941930001
D3_P75_M_1	f__Succinivibrionaceae	309822.1317155273
D3_P75_M_1	f__Enterobacteriaceae	778804.6090312944
D3_P75_M_1	f__Wohlfahrtiimonadaceae	142686.24545419888
D3_P75_M_1	f__Planococcaceae	7438263.192720001
D3_P75_M_1	f__DSM-1321	44595632.22644047
D3_P75_M_1	f__Bacillaceae_C	1392561.1362571302
D3_P75_M_1	f__Bacillaceae_G	763585.9284916782
D3_P75_M_1	f__DSM-18226	8929640.92397027
D3_P75_M_1	f__Lactobacillaceae	1813161.436397963
D3_P75_M_1	f__Enterococcaceae	419676.3436097388
D3_P75_M_1	f__Streptococcaceae	522497.6378673777
D3_P75_M_1	f__Vagococcaceae	1740705.662022133
D3_P75_M_1	f__Carnobacteriaceae	814141.2702863314
D3_P75_M_1	f__Anaeroplasmataceae	2950818.31681
D3_P75_M_1	f__Staphylococcaceae	409171.8751444777
D3_P75_M_1	f__CAG-826	919248.2662064756
D3_P75_M_1	f__UBA1709	422308.859984
D3_P75_M_1	f__Erysipelotrichaceae	9815543.40096
D3_P75_M_1	f__Coprobacillaceae	708995.1249307778
D3_P75_M_1	f__Mycoplasmoidaceae	484104.60789177375
D3_P75_M_1	f__UBA660	6664650.860383927
D3_P75_M_1	f__Lachnospiraceae	89731619.25344999
D3_P75_M_1	f__CAG-274	284489.8448623446
D3_P75_M_1	f__Anaerovoracaceae	7375254.629183997
D3_P75_M_1	f__Peptostreptococcaceae	7549525.762814223
D3_P75_M_1	f__CAG-74	2889194.1201872597
