sample	taxonomy	base_contribution
D1_P46_M_1	d__Archaea	3183153.9014786705
D1_P46_M_1	d__Bacteria	18780278.606607493
D1_P46_M_1	p__Thermoproteota	749555.2865599826
D1_P46_M_1	p__Methanobacteriota	426877.41517271
D1_P46_M_1	p__Actinomycetota	295113.37143007823
D1_P46_M_1	p__Pseudomonadota	964098.2297004916
D1_P46_M_1	p__Bacillota_B	665542.0971865316
D1_P46_M_1	p__Spirochaetota	462275.9036991877
D1_P46_M_1	p__Desulfobacterota	228312.81479956713
D1_P46_M_1	c__Actinomycetia	2975843.132398209
D1_P46_M_1	c__Thermoleophilia	526475.0339532755
D1_P46_M_1	c__Coriobacteriia	135672.52547964556
D1_P46_M_1	c__Gammaproteobacteria	2630271.3891801005
D1_P46_M_1	c__Spirochaetia	198288.0972957258
D1_P46_M_1	c__Bacteroidia	1095071.7289588077
D1_P46_M_1	c__Clostridia	22778086.20000515
D1_P46_M_1	c__Negativicutes	1098904.423890352
D1_P46_M_1	c__Bacilli	15127423.34777956
D1_P46_M_1	o__Actinomycetales	2819762.4002633085
D1_P46_M_1	o__Coriobacteriales	3268692.508090784
D1_P46_M_1	o__Burkholderiales	875427.5189908438
D1_P46_M_1	o__Enterobacterales_A	614824.3668383922
D1_P46_M_1	o__Bacteroidales	19820680.947138805
D1_P46_M_1	o__Peptostreptococcales	4039644.4258492487
D1_P46_M_1	o__Oscillospirales	3236423.693846386
D1_P46_M_1	o__TANB77	5694311.741493744
D1_P46_M_1	o__Lachnospirales	4081325.0605337215
D1_P46_M_1	o__Clostridiales	216941.48152643297
D1_P46_M_1	o__Christensenellales	616289.9275579486
D1_P46_M_1	o__Mycoplasmatales	630616.0953776729
D1_P46_M_1	o__Acholeplasmatales	400957.2803930351
D1_P46_M_1	o__Erysipelotrichales	1048020.877708204
D1_P46_M_1	o__Lactobacillales	2878040.6577279735
D1_P46_M_1	o__Bacillales	4306655.419058155
D1_P46_M_1	o__Staphylococcales	488477.2626057033
D1_P46_M_1	o__RFN20	442253.1507629516
D1_P46_M_1	o__Fusobacteriales	378553.7935184982
D1_P46_M_1	o__Campylobacterales	320225.12449855026
D1_P46_M_1	f__Micrococcaceae	6711341.346740197
D1_P46_M_1	f__Actinomycetaceae	1001889.3321181063
D1_P46_M_1	f__Microbacteriaceae	1030726.4819888794
D1_P46_M_1	f__Atopobiaceae	4705244.394316605
D1_P46_M_1	f__Eggerthellaceae	4138711.5860884995
D1_P46_M_1	f__Coriobacteriaceae	582280.9531451359
D1_P46_M_1	f__Burkholderiaceae_A	2196610.197115276
D1_P46_M_1	f__Succinivibrionaceae	535147.318417729
D1_P46_M_1	f__Sphaerochaetaceae	680412.102615
D1_P46_M_1	f__Desulfovibrionaceae	385612.5737180022
D1_P46_M_1	f__Bacteroidaceae	31794303.941251878
D1_P46_M_1	f__UBA932	266419.3029453602
D1_P46_M_1	f__Paludibacteraceae	2460597.982396276
D1_P46_M_1	f__Muribaculaceae	1067914.031872401
D1_P46_M_1	f__Tannerellaceae	992540.0071700749
D1_P46_M_1	f__Peptostreptococcaceae	4292867.590619853
D1_P46_M_1	f__Anaerovoracaceae	5807806.777343999
D1_P46_M_1	f__Ruminococcaceae	1317085.8674076307
D1_P46_M_1	f__Acutalibacteraceae	710412.1596599999
D1_P46_M_1	f__Oscillospiraceae	2860292.3544944897
D1_P46_M_1	f__CAG-465	5050443.851837999
D1_P46_M_1	f__CAG-508	2432538.503157826
D1_P46_M_1	f__Lachnospiraceae	37096233.492564
D1_P46_M_1	f__CAG-274	646567.8292326014
D1_P46_M_1	f__Clostridiaceae	12009743.852627948
D1_P46_M_1	f__Peptoniphilaceae	2804678.575125
D1_P46_M_1	f__Selenomonadaceae	615642.653952
D1_P46_M_1	f__Acidaminococcaceae	603282.7791888635
D1_P46_M_1	f__Mycoplasmoidaceae	1978514.484427249
D1_P46_M_1	f__Metamycoplasmataceae	102459.57220428842
D1_P46_M_1	f__Anaeroplasmataceae	16748325.941015
D1_P46_M_1	f__Erysipelotrichaceae	11287874.911104001
D1_P46_M_1	f__Coprobacillaceae	3114514.2988030594
D1_P46_M_1	f__Lactobacillaceae	2505829.850302803
D1_P46_M_1	f__Enterococcaceae	1734662.220253587
D1_P46_M_1	f__Streptococcaceae	522497.6378673777
D1_P46_M_1	f__Carnobacteriaceae	418701.22471868474
D1_P46_M_1	f__Planococcaceae	1549638.16515
D1_P46_M_1	f__DSM-1321	921760.1149165845
D1_P46_M_1	f__UBA660	1012514.2653275582
D1_P46_M_1	f__Fusobacteriaceae	2171239.573196759
D1_P46_M_1	f__Helicobacteraceae	1270333.7540958987
D1_P46_M_1	g__Arthrobacter_B	26919807.541424002
D1_P46_M_1	g__Pauljensenia	2816615.7185991476
D1_P46_M_1	g__UBA7748	467261.47646966216
D1_P46_M_1	g__Slackia_A	9599268.575072
D1_P46_M_1	g__Collinsella	1562787.918026
D1_P46_M_1	g__Sutterella	6034092.7463575
D1_P46_M_1	g__Aphodousia	1649038.9440000001
D1_P46_M_1	g__UMGS1590	1316116.1030400002
D1_P46_M_1	g__Mailhella	1515534.666884
D1_P46_M_1	g__Phocaeicola	80619282.4125034
D1_P46_M_1	g__Alloprevotella	21510999.976720497
D1_P46_M_1	g__UBA4372	25149497.7627775
D1_P46_M_1	g__Paraprevotella	933223.44024
D1_P46_M_1	g__Prevotella	3294989.3146302816
D1_P46_M_1	g__Bacteroides	32179709.242158
D1_P46_M_1	g__Mediterranea	9493858.946286203
D1_P46_M_1	g__Cryptobacteroides	19537778.641825713
D1_P46_M_1	g__Aphodosoma	3035123.90384
D1_P46_M_1	g__Limisoma	1682429.16752
D1_P46_M_1	g__Parabacteroides	1687606.6825637503
D1_P46_M_1	g__Peptostreptococcus	742002.636375
D1_P46_M_1	g__Peptacetobacter	1535556.0974895977
D1_P46_M_1	g__Paraclostridium	687339.466375745
D1_P46_M_1	g__Lentihominibacter	4565401.9846808165
D1_P46_M_1	g__Emergencia	669293.96052
D1_P46_M_1	g__Negativibacillus	2693378.613632
D1_P46_M_1	g__CAG-465	50668760.36737123
D1_P46_M_1	g__RGIG5057	1228789.8031734873
D1_P46_M_1	g__CALXJE01	441907.5268598217
D1_P46_M_1	g__CAG-269	730103.9280859206
D1_P46_M_1	g__Blautia	39361159.6587
D1_P46_M_1	g__Faecalimonas	26316365.0225292
D1_P46_M_1	g__Blautia_A	7265148.3453440005
D1_P46_M_1	g__Bariatricus	1921635.6102719998
D1_P46_M_1	g__Oliverpabstia	2233062.62256
D1_P46_M_1	g__Avilachnospira	917491.4260241238
D1_P46_M_1	g__Tyzzerella	7672608.537614557
D1_P46_M_1	g__Dwaynesavagella	12965109.81993
D1_P46_M_1	g__Hathewaya	487406.16745800007
D1_P46_M_1	g__Clostridium	3452850.6435675
D1_P46_M_1	g__Clostridium_J	4517848.086912
D1_P46_M_1	g__Anaerosphaera	15980334.678251998
D1_P46_M_1	g__Peptoniphilus_A	910038.2139344484
D1_P46_M_1	g__JAHHSR01	909533.0613503568
D1_P46_M_1	g__Phascolarctobacterium_A	1249154.0860696312
D1_P46_M_1	g__Ureaplasma	9023712.847149001
D1_P46_M_1	g__Mycoplasma_L	5599753.7474437505
D1_P46_M_1	g__UBA710	1094463.8338499998
D1_P46_M_1	g__CALUXS01	137865253.64336127
D1_P46_M_1	g__Anaeroplasma	20495739.54474913
D1_P46_M_1	g__JALEVB01	3604158.2534853206
D1_P46_M_1	g__Longicatena	2305892.9349415638
D1_P46_M_1	g__Faecalitalea	1758272.9419500001
D1_P46_M_1	g__Amedibacterium	1082778.208735022
D1_P46_M_1	g__Clostridium_AQ	2813247.4104254674
D1_P46_M_1	g__Amedibacillus	3549851.0115600005
D1_P46_M_1	g__Ligilactobacillus	4953617.415
D1_P46_M_1	g__Liquorilactobacillus	1140323.0476230779
D1_P46_M_1	g__Enterococcus_B	1646166.6631243175
D1_P46_M_1	g__Streptococcus	3254760.4551879996
D1_P46_M_1	g__Peribacillus	20181935.38968
D1_P46_M_1	g__Fusobacterium_B	8074016.422014
D1_P46_M_1	g__Fusobacterium_A	4633730.397751
D1_P46_M_1	g__Helicobacter_G	10963208.15646802
