sample	taxonomy	base_contribution
D3_P266_M_1	d__Archaea	1948159.764839405
D3_P266_M_1	d__Bacteria	22858657.848672867
D3_P266_M_1	p__Methanobacteriota	101637.4798030262
D3_P266_M_1	p__Pseudomonadota	723073.6722753686
D3_P266_M_1	p__Actinomycetota	3061801.2285870616
D3_P266_M_1	p__Spirochaetota	817872.7526985628
D3_P266_M_1	p__Verrucomicrobiota	1485527.5045214468
D3_P266_M_1	p__Patescibacteria	675331.7108563926
D3_P266_M_1	p__Bacillota_B	804196.700767059
D3_P266_M_1	c__Gammaproteobacteria	2561053.7210437823
D3_P266_M_1	c__Alphaproteobacteria	1164342.758309823
D3_P266_M_1	c__Actinomycetia	2188119.9502928006
D3_P266_M_1	c__Spirochaetia	2082025.021605121
D3_P266_M_1	c__Clostridia	18882852.886074483
D3_P266_M_1	c__Bacilli	5530455.847575323
D3_P266_M_1	c__Bacteroidia	2341187.8343257266
D3_P266_M_1	c__Negativicutes	631870.0437369525
D3_P266_M_1	o__Enterobacterales_A	289329.1138063022
D3_P266_M_1	o__Burkholderiales	1179924.047335485
D3_P266_M_1	o__Actinomycetales	1857725.8166440623
D3_P266_M_1	o__Coriobacteriales	3058562.2754278053
D3_P266_M_1	o__RFP12	218315.077975012
D3_P266_M_1	o__TANB77	8187417.141266912
D3_P266_M_1	o__Oscillospirales	2654333.101427971
D3_P266_M_1	o__Lachnospirales	711139.9726687545
D3_P266_M_1	o__Tissierellales	146120.42551253768
D3_P266_M_1	o__Eubacteriales	152684.64481642746
D3_P266_M_1	o__Peptostreptococcales	775825.7506597894
D3_P266_M_1	o__Christensenellales	297519.2753728028
D3_P266_M_1	o__Mycoplasmatales	376487.2211209987
D3_P266_M_1	o__RFN20	841707.6095165852
D3_P266_M_1	o__Lactobacillales	4134328.2464187555
D3_P266_M_1	o__Bacillales	3312811.860813966
D3_P266_M_1	o__Erysipelotrichales	419208.35108328157
D3_P266_M_1	o__Bacteroidales	10946264.564883277
D3_P266_M_1	o__Selenomonadales	153676.29435132825
D3_P266_M_1	o__Campylobacterales	853933.6653294674
D3_P266_M_1	o__Fusobacteriales	244946.5722766753
D3_P266_M_1	f__Methanobacteriaceae	366443.5945101037
D3_P266_M_1	f__Pasteurellaceae	1190420.1410384818
D3_P266_M_1	f__Burkholderiaceae_A	602296.3443703176
D3_P266_M_1	f__Micrococcaceae	6890788.976332181
D3_P266_M_1	f__Eggerthellaceae	4154739.6437763977
D3_P266_M_1	f__Atopobiaceae	3818749.073648259
D3_P266_M_1	f__WRBN01	187286.74423334922
D3_P266_M_1	f__UBA1067	654902.8040607525
D3_P266_M_1	f__CAG-465	5305730.847819468
D3_P266_M_1	f__CAG-508	810846.1677192755
D3_P266_M_1	f__Oscillospiraceae	2619931.6524361297
D3_P266_M_1	f__Ruminococcaceae	1340605.2578970524
D3_P266_M_1	f__Acutalibacteraceae	2530606.8102041413
D3_P266_M_1	f__Lachnospiraceae	39978730.67808496
D3_P266_M_1	f__Peptoniphilaceae	952934.6167043131
D3_P266_M_1	f__Anaerovoracaceae	3986256.2605164917
D3_P266_M_1	f__Peptostreptococcaceae	3434294.072495882
D3_P266_M_1	f__Clostridiaceae	17285051.90004396
D3_P266_M_1	f__Mycoplasmoidaceae	1725938.1672663237
D3_P266_M_1	f__CAG-826	1632694.6817697103
D3_P266_M_1	f__Enterococcaceae	419676.3436097388
D3_P266_M_1	f__Streptococcaceae	386193.90624980093
D3_P266_M_1	f__Lactobacillaceae	4583835.092017322
D3_P266_M_1	f__Planococcaceae	3441435.445673269
D3_P266_M_1	f__DSM-1321	263360.03283330984
D3_P266_M_1	f__Erysipelotrichaceae	6704752.324192208
D3_P266_M_1	f__Anaeroplasmataceae	2896167.183111528
D3_P266_M_1	f__UBA660	1102230.7192173419
D3_P266_M_1	f__UBA932	1132282.037517781
D3_P266_M_1	f__Bacteroidaceae	13684486.278782928
D3_P266_M_1	f__Porphyromonadaceae	127939.0504543616
D3_P266_M_1	f__Paludibacteraceae	2486774.5566770877
D3_P266_M_1	f__Selenomonadaceae	1804023.0422935453
D3_P266_M_1	f__Helicobacteraceae	2812881.8840694902
D3_P266_M_1	f__Fusobacteriaceae	1171005.6125106115
D3_P266_M_1	g__Pasteurella	1018243.9821006713
D3_P266_M_1	g__Sutterella	758017.1453895571
D3_P266_M_1	g__Arthrobacter_B	13893811.408056887
D3_P266_M_1	g__Slackia_A	2503573.0511299614
D3_P266_M_1	g__JAHHUI01	576624.7296276663
D3_P266_M_1	g__UBA1067	4544592.499953927
D3_P266_M_1	g__CAG-465	52627334.46242159
D3_P266_M_1	g__CALXJE01	561341.9935786924
D3_P266_M_1	g__RGIG5057	856919.2048446687
D3_P266_M_1	g__CAG-269	1095155.892128881
D3_P266_M_1	g__Limivicinus	1034127.7946625801
D3_P266_M_1	g__Faecalimonas	17408338.354841623
D3_P266_M_1	g__Blautia	35899020.91646617
D3_P266_M_1	g__Schaedlerella	9381206.77458994
D3_P266_M_1	g__Blautia_A	3447701.6995851984
D3_P266_M_1	g__Anaerosphaera	958239.064201523
D3_P266_M_1	g__Lentihominibacter	5362193.840497752
D3_P266_M_1	g__RUG099	2747947.4814472324
D3_P266_M_1	g__Peptacetobacter	178035.48956401137
D3_P266_M_1	g__Peptostreptococcus	704618.9008570729
D3_P266_M_1	g__Clostridium	3921771.867253263
D3_P266_M_1	g__Hathewaya	530517.8025408784
D3_P266_M_1	g__Clostridium_H	30529.312420653172
D3_P266_M_1	g__Clostridium_AO	1387025.132949712
D3_P266_M_1	g__Clostridium_J	1745439.9220366126
D3_P266_M_1	g__Mycoplasma_L	10722404.499513587
D3_P266_M_1	g__Ureaplasma	2895073.4566106973
D3_P266_M_1	g__RGIG1987	5321115.336635403
D3_P266_M_1	g__UBA710	544432.145774928
D3_P266_M_1	g__Onthovivens	1150769.8035677962
D3_P266_M_1	g__Streptococcus	2088687.546818735
D3_P266_M_1	g__Ligilactobacillus	16288298.514575329
D3_P266_M_1	g__Liquorilactobacillus	2043078.7936580144
D3_P266_M_1	g__Lysinibacillus	1374159.4864680234
D3_P266_M_1	g__Sporosarcina	1024242.9495070172
D3_P266_M_1	g__Peribacillus	3266084.593318659
D3_P266_M_1	g__UBA636	1098330.6966101436
D3_P266_M_1	g__Faecalitalea	781450.8518846888
D3_P266_M_1	g__JAHHTG01	548733.0097967722
D3_P266_M_1	g__JALEVB01	937081.1459061834
D3_P266_M_1	g__CALUXS01	11003561.761800133
D3_P266_M_1	g__Anaeroplasma	2075517.9285821905
D3_P266_M_1	g__Cryptobacteroides	9211204.152377218
D3_P266_M_1	g__UBA1786	1808498.3278174454
D3_P266_M_1	g__Phocaeicola	18607202.33222449
D3_P266_M_1	g__Bacteroides	21985141.98057004
D3_P266_M_1	g__Mediterranea	4779666.917785468
D3_P266_M_1	g__UBA4372	3959491.5083313524
D3_P266_M_1	g__Alloprevotella	3872304.7077802117
D3_P266_M_1	g__Prevotella	2795748.509383269
D3_P266_M_1	g__Porphyromonas	1516563.172094982
D3_P266_M_1	g__Aphodosoma	1744149.0305636295
D3_P266_M_1	g__RF16	1557176.7845028758
D3_P266_M_1	g__JAHHSR01	6467790.658491425
D3_P266_M_1	g__Helicobacter_G	18548481.475179736
D3_P266_M_1	g__Helicobacter_E	2356522.5230335654
D3_P266_M_1	g__Fusobacterium_A	130945.82105296431
D3_P266_M_1	g__Cetobacterium_A	1432628.712488311
D3_P266_M_1	g__Fusobacterium_B	999525.971034216
D3_P266_M_1	g__Mucispirillum	1127221.425917567
D3_P266_M_1	s__Arthrobacter_B sp020731085	13218492.735475967
D3_P266_M_1	s__Arthrobacter_B koreensis	8237644.88
D3_P266_M_1	s__Faecalimonas sp900556835	3413873.4839530117
D3_P266_M_1	s__Faecalimonas phoceensis	3293727.2653706726
D3_P266_M_1	s__Blautia sp000432195	1952114.9553128106
D3_P266_M_1	s__Blautia sp900556555	6077883.927828408
D3_P266_M_1	s__Blautia sp900753905	6064797.758506542
D3_P266_M_1	s__Paraclostridium sordellii	5452896.46989024
D3_P266_M_1	s__Paraclostridium tenue	7332322.059021545
D3_P266_M_1	s__Clostridium moniliforme	2103486.7636798564
D3_P266_M_1	s__Clostridium thermobutyricum	2242002.9450687026
D3_P266_M_1	s__Hathewaya sp003288255	6607789.867553788
D3_P266_M_1	s__Clostridium_H novyi	10334801.682692306
D3_P266_M_1	s__Sarcina perfringens	13919116.476932295
D3_P266_M_1	s__Enterococcus_B faecium	41761160.33313386
D3_P266_M_1	s__Enterococcus_B hirae	8632720.967102654
D3_P266_M_1	s__Psychrobacillus sp012843435	7101819.519311937
D3_P266_M_1	s__JAHHSR01 sp020025075	1886438.9420599993
D3_P266_M_1	s__JAHHSQ01 sp020025135	578166.6273043768
D3_P266_M_1	s__Fusobacterium_A sp900015295	2358944.5987920812
D3_P266_M_1	s__Fusobacterium_B sp900554885	2272007.2600145387
