sample	taxonomy	base_contribution
D3_P9_M_1	d__Archaea	8366650.418640657
D3_P9_M_1	d__Bacteria	91368851.08433558
D3_P9_M_1	p__Methanobacteriota	548842.3909363415
D3_P9_M_1	p__Thermoproteota	1017253.6031885477
D3_P9_M_1	p__Bacillota_A	283686.95739455195
D3_P9_M_1	p__Bacillota_B	637811.1764704261
D3_P9_M_1	p__Chloroflexota	4081590.821742638
D3_P9_M_1	p__Pseudomonadota	1377283.1852864167
D3_P9_M_1	p__Patescibacteria	534637.6044279775
D3_P9_M_1	p__Spirochaetota	213358.10939962504
D3_P9_M_1	p__Cyanobacteriota	519952.13878024224
D3_P9_M_1	c__Nanoarchaeia	1430640.173507369
D3_P9_M_1	c__Clostridia	20275850.23012916
D3_P9_M_1	c__Peptococcia	148713.74133398267
D3_P9_M_1	c__Chloroflexia	339521.68962699565
D3_P9_M_1	c__Alphaproteobacteria	3732745.9016403146
D3_P9_M_1	c__Gammaproteobacteria	3530101.0749522406
D3_P9_M_1	c__Saccharimonadia	54217.27901492071
D3_P9_M_1	c__Spirochaetia	1255824.6162062634
D3_P9_M_1	c__Bacilli	33209845.163136132
D3_P9_M_1	c__Actinomycetia	12603570.91368653
D3_P9_M_1	c__Coriobacteriia	1311501.0796365736
D3_P9_M_1	c__Thermoleophilia	2074931.0161687916
D3_P9_M_1	c__Acidimicrobiia	203941.15782032514
D3_P9_M_1	c__Bacteroidia	3474020.6573865623
D3_P9_M_1	c__Negativicutes	2060445.79479441
D3_P9_M_1	o__Methanobacteriales	218398.18069503206
D3_P9_M_1	o__Lachnospirales	3679376.3803296424
D3_P9_M_1	o__Peptostreptococcales	3718613.0807486456
D3_P9_M_1	o__Tissierellales	6380591.91404748
D3_P9_M_1	o__Oscillospirales	4586873.868257108
D3_P9_M_1	o__TANB77	1475210.295723768
D3_P9_M_1	o__Christensenellales	2125137.6812343057
D3_P9_M_1	o__Eubacteriales	788870.6648848753
D3_P9_M_1	o__UBA1381	147166.1312449448
D3_P9_M_1	o__Thermomicrobiales	1464481.9674049318
D3_P9_M_1	o__Rhizobiales	7394752.869791232
D3_P9_M_1	o__Pseudomonadales	234609.46566124188
D3_P9_M_1	o__Burkholderiales	1712792.9719386073
D3_P9_M_1	o__Saccharimonadales	1525039.0980035139
D3_P9_M_1	o__Lactobacillales	2329842.4372083596
D3_P9_M_1	o__Erysipelotrichales	2841301.0462311306
D3_P9_M_1	o__Bacillales	2898710.3782122196
D3_P9_M_1	o__Mycoplasmatales	480021.2069292734
D3_P9_M_1	o__RFN20	798908.9175072674
D3_P9_M_1	o__Actinomycetales	31315949.48057133
D3_P9_M_1	o__Propionibacteriales	2870950.16989286
D3_P9_M_1	o__Mycobacteriales	21871758.093405176
D3_P9_M_1	o__Streptomycetales	2694220.3662191504
D3_P9_M_1	o__Nanopelagicales	912798.3269090701
D3_P9_M_1	o__Solirubrobacterales	3292227.977880702
D3_P9_M_1	o__Acidimicrobiales	7973740.315449306
D3_P9_M_1	o__Bacteroidales	8736293.170080343
D3_P9_M_1	o__Flavobacteriales	708226.4777988727
D3_P9_M_1	o__Fusobacteriales	133607.22124182287
D3_P9_M_1	f__Methanobacteriaceae	1694801.6246092296
D3_P9_M_1	f__Lachnospiraceae	259400578.68771756
D3_P9_M_1	f__CAG-274	155176.27901582434
D3_P9_M_1	f__Peptostreptococcaceae	10421306.151021987
D3_P9_M_1	f__Anaerovoracaceae	15160843.482620098
D3_P9_M_1	f__Filifactoraceae	465421.273865581
D3_P9_M_1	f__Tissierellaceae_A	410670.5680325799
D3_P9_M_1	f__Peptoniphilaceae	9790936.061824707
D3_P9_M_1	f__Ruminococcaceae	4821475.050331505
D3_P9_M_1	f__Acutalibacteraceae	6755816.395098556
D3_P9_M_1	f__Oscillospiraceae	4590889.4093146855
D3_P9_M_1	f__CAG-465	1381700.741619653
D3_P9_M_1	f__CAG-508	2285111.9272088674
D3_P9_M_1	f__CAG-74	3423066.9467436015
D3_P9_M_1	f__Eubacteriaceae	785474.7890441838
D3_P9_M_1	f__UBA1381	423758.81274829287
D3_P9_M_1	f__Clostridiaceae	13581112.207177399
D3_P9_M_1	f__UBA6265	14709104.942163361
D3_P9_M_1	f__Rhizobiaceae	3216997.0165589466
D3_P9_M_1	f__Beijerinckiaceae	4668786.059092094
D3_P9_M_1	f__Rhodobacteraceae	6818223.211143325
D3_P9_M_1	f__Moraxellaceae	1287246.1499680125
D3_P9_M_1	f__Enterobacteriaceae	609499.2592418825
D3_P9_M_1	f__UBA10027	227809.5330022816
D3_P9_M_1	f__Lactobacillaceae	7171155.343955988
D3_P9_M_1	f__Enterococcaceae	7666087.876604563
D3_P9_M_1	f__Streptococcaceae	1453906.4705874857
D3_P9_M_1	f__Carnobacteriaceae	1535237.8239685108
D3_P9_M_1	f__Aerococcaceae	3903815.3368349355
D3_P9_M_1	f__Vagococcaceae	843978.5027986099
D3_P9_M_1	f__Erysipelotrichaceae	19259288.555397753
D3_P9_M_1	f__Coprobacillaceae	6608847.414533321
D3_P9_M_1	f__Planococcaceae	6563562.447933555
D3_P9_M_1	f__Mycoplasmoidaceae	221004.27751580975
D3_P9_M_1	f__CAG-826	603685.4285535063
D3_P9_M_1	f__UBA660	3204159.0674922727
D3_P9_M_1	f__Staphylococcaceae	2623513.787691063
D3_P9_M_1	f__Salinicoccaceae	1297967.9841844547
D3_P9_M_1	f__Anaeroplasmataceae	2487505.5560467113
D3_P9_M_1	f__Exiguobacteraceae	329674.0712958243
D3_P9_M_1	f__Micrococcaceae	160785076.11441755
D3_P9_M_1	f__Microbacteriaceae	48171305.290597916
D3_P9_M_1	f__Dermatophilaceae	37033260.49770648
D3_P9_M_1	f__Dermabacteraceae	321966.93164751056
D3_P9_M_1	f__Actinomycetaceae	8491012.08970095
D3_P9_M_1	f__Brevibacteriaceae	426094.1123356497
D3_P9_M_1	f__Cellulomonadaceae	18512191.022703964
D3_P9_M_1	f__Kineosporiaceae	1949960.1137710584
D3_P9_M_1	f__Nocardioidaceae	16196217.722986521
D3_P9_M_1	f__Propionibacteriaceae	34472212.55961524
D3_P9_M_1	f__Mycobacteriaceae	26898524.470802266
D3_P9_M_1	f__Pseudonocardiaceae	19438477.4031442
D3_P9_M_1	f__Geodermatophilaceae	8290445.439688738
D3_P9_M_1	f__Micromonosporaceae	9579551.817499649
D3_P9_M_1	f__Streptomycetaceae	4615589.456534985
D3_P9_M_1	f__Streptosporangiaceae	9943728.407094318
D3_P9_M_1	f__Coriobacteriaceae	2485891.7615042343
D3_P9_M_1	f__Eggerthellaceae	14492709.463290611
D3_P9_M_1	f__Atopobiaceae	16366067.45849254
D3_P9_M_1	f__UMGS124	688665.8001076631
D3_P9_M_1	f__Thermoleophilaceae	2212262.2503273073
D3_P9_M_1	f__Solirubrobacteraceae	15627372.205422595
D3_P9_M_1	f__70-9	1336053.8060545563
D3_P9_M_1	f__Ilumatobacteraceae	1852634.3105987774
D3_P9_M_1	f__Rubrobacteraceae	195825.46014378383
D3_P9_M_1	f__Bacteroidaceae	10859082.395352622
D3_P9_M_1	f__UBA932	133209.6514726801
D3_P9_M_1	f__Weeksellaceae	352517.0324181769
D3_P9_M_1	f__Selenomonadaceae	1499117.7393706925
D3_P9_M_1	f__Acidaminococcaceae	683720.483080712
D3_P9_M_1	f__Fusobacteriaceae	878254.2093829587
D3_P9_M_1	g__Methanobrevibacter_A	18061228.245835334
D3_P9_M_1	g__Methanobrevibacter	1953485.97168136
D3_P9_M_1	g__Methanosphaera	1383615.0414746904
D3_P9_M_1	g__Blautia	319206324.2612432
D3_P9_M_1	g__CAG-317	472561.43590131024
D3_P9_M_1	g__Faecalimonas	347166598.58886796
D3_P9_M_1	g__Schaedlerella	14113690.549271472
D3_P9_M_1	g__CAG-303	672283.8252080003
D3_P9_M_1	g__Wujia	894414.467678028
D3_P9_M_1	g__Ruminococcus_B	4866941.017777046
D3_P9_M_1	g__RGIG5612	2104505.9196989187
D3_P9_M_1	g__Muricomes	2715406.7687456147
D3_P9_M_1	g__Oliverpabstia	63997871.04969202
D3_P9_M_1	g__CAG-791	7093701.466243981
D3_P9_M_1	g__Blautia_A	180687713.5619345
D3_P9_M_1	g__Bariatricus	6508436.954428446
D3_P9_M_1	g__Dorea_A	4242822.342348581
D3_P9_M_1	g__Eubacterium_I	1294481.296555259
D3_P9_M_1	g__Dorea	118089.33739065856
D3_P9_M_1	g__Agathobacter	4089006.4205467007
D3_P9_M_1	g__Anaerostipes	904368.2537587751
D3_P9_M_1	g__Pararoseburia	614731.8640944886
D3_P9_M_1	g__Roseburia	2854764.046844817
D3_P9_M_1	g__Anaerobutyricum	1058683.4467996622
D3_P9_M_1	g__Fusicatenibacter	582399.1975133959
D3_P9_M_1	g__Porcincola	1369563.0108041274
D3_P9_M_1	g__UBA1066	1476297.3585377329
D3_P9_M_1	g__Tyzzerella	6500404.455478999
D3_P9_M_1	g__Romboutsia	137413.10234900756
D3_P9_M_1	g__GCA-900066495	325519.8931408987
D3_P9_M_1	g__Paraclostridium	968523.7935294588
D3_P9_M_1	g__Peptacetobacter	778905.2668425497
D3_P9_M_1	g__Terrisporobacter	1314607.256381473
D3_P9_M_1	g__Peptostreptococcus	1530029.6132896442
D3_P9_M_1	g__Lentihominibacter	145274536.7389471
D3_P9_M_1	g__RUG099	23952942.21328171
D3_P9_M_1	g__Acetoanaerobium	3944691.3715420775
D3_P9_M_1	g__Tissierella_A	13428960.088448968
D3_P9_M_1	g__Anaerosphaera	6688884.448151807
D3_P9_M_1	g__Parvimonas	765302.530543198
D3_P9_M_1	g__Peptoniphilus_A	985874.7317623192
D3_P9_M_1	g__Faecalibacterium	2565356.8070259895
D3_P9_M_1	g__Gemmiger	4145841.786239602
D3_P9_M_1	g__Fimenecus	5103790.418937725
D3_P9_M_1	g__Eubacterium_R	4061216.801238071
D3_P9_M_1	g__Ruminococcus_E	2749915.601315666
D3_P9_M_1	g__Faecousia	8520419.747731727
D3_P9_M_1	g__ER4	954308.0994688952
D3_P9_M_1	g__CAG-465	13500705.40328599
D3_P9_M_1	g__CAG-269	7101920.027744865
D3_P9_M_1	g__UMGS1994	97505.92119112896
D3_P9_M_1	g__UBA2862	1871398.3207211047
