sample	taxonomy	base_contribution
G3_P149_M_1	d__Archaea	11045370.095294839
G3_P149_M_1	d__Bacteria	115279993.89870273
G3_P149_M_1	p__Methanobacteriota	874082.3263060253
G3_P149_M_1	p__Thermoproteota	2694829.7207275564
G3_P149_M_1	p__Halobacteriota	786013.8507324705
G3_P149_M_1	p__Bacillota_B	2384859.1815850716
G3_P149_M_1	p__Bacteroidota	1984575.6064789484
G3_P149_M_1	p__Actinomycetota	5238262.342883889
G3_P149_M_1	p__Pseudomonadota	2444677.653883389
G3_P149_M_1	p__Patescibacteria	534637.6044279775
G3_P149_M_1	p__Spirochaetota	640074.3281988752
G3_P149_M_1	p__Chloroflexota	2796645.5630458817
G3_P149_M_1	c__Nitrososphaeria	395438.34561793064
G3_P149_M_1	c__Nanoarchaeia	3541988.171506147
G3_P149_M_1	c__Bacteroidia	1925815.7992034203
G3_P149_M_1	c__Actinomycetia	14397829.272926629
G3_P149_M_1	c__Coriobacteriia	791423.0652979324
G3_P149_M_1	c__Thermoleophilia	278722.07679879287
G3_P149_M_1	c__Gammaproteobacteria	6887157.979563684
G3_P149_M_1	c__Alphaproteobacteria	4280671.905550819
G3_P149_M_1	c__Chloroflexia	291018.5911088534
G3_P149_M_1	c__Clostridia	28375871.823335975
G3_P149_M_1	c__Bacilli	20820539.66146004
G3_P149_M_1	c__Negativicutes	1043959.2026958345
G3_P149_M_1	o__Methanobacteriales	109199.09034751603
G3_P149_M_1	o__Bacteroidales	21098320.659759253
G3_P149_M_1	o__Actinomycetales	6966471.812415233
G3_P149_M_1	o__Propionibacteriales	2946501.4901531986
G3_P149_M_1	o__Mycobacteriales	11918879.410451135
G3_P149_M_1	o__Coriobacteriales	7938253.233934761
G3_P149_M_1	o__Gaiellales	324757.25686222134
G3_P149_M_1	o__Solirubrobacterales	3190406.494028721
G3_P149_M_1	o__Acidimicrobiales	1775811.161955959
G3_P149_M_1	o__Burkholderiales	3463648.009920295
G3_P149_M_1	o__Pseudomonadales	899336.2850347606
G3_P149_M_1	o__Rhizobiales	2570127.521817684
G3_P149_M_1	o__Saccharimonadales	571889.6617513177
G3_P149_M_1	o__Peptostreptococcales	1498146.2771361452
G3_P149_M_1	o__Lachnospirales	17129197.60254304
G3_P149_M_1	o__Tissierellales	901075.9573273158
G3_P149_M_1	o__Oscillospirales	18533764.462602325
G3_P149_M_1	o__Christensenellales	3825247.8262217506
G3_P149_M_1	o__Eubacteriales	432606.4936465445
G3_P149_M_1	o__TANB77	1357193.4720658665
G3_P149_M_1	o__Lactobacillales	2261317.6596434074
G3_P149_M_1	o__Erysipelotrichales	6474440.088952904
G3_P149_M_1	o__RFN20	627714.1494699958
G3_P149_M_1	o__Mycoplasmatales	56473.08316814981
G3_P149_M_1	o__Bacillales	2153327.7095290776
G3_P149_M_1	o__Fusobacteriales	267214.44248364575
G3_P149_M_1	f__Methanobacteriaceae	1351260.7547560073
G3_P149_M_1	f__Bacteroidaceae	96846675.2814364
G3_P149_M_1	f__Tannerellaceae	9051964.865391081
G3_P149_M_1	f__UBA932	510636.9973119405
G3_P149_M_1	f__Muribaculaceae	15936563.244865064
G3_P149_M_1	f__Paludibacteraceae	3795603.2707176604
G3_P149_M_1	f__Micrococcaceae	4486190.739799597
G3_P149_M_1	f__Actinomycetaceae	1853495.2644184965
G3_P149_M_1	f__Dermatophilaceae	2453307.4777660444
G3_P149_M_1	f__Microbacteriaceae	2061452.9639777588
G3_P149_M_1	f__Nocardioidaceae	2723909.34432046
G3_P149_M_1	f__Propionibacteriaceae	2654395.2933442337
G3_P149_M_1	f__Pseudonocardiaceae	3729892.343038739
G3_P149_M_1	f__Geodermatophilaceae	3289859.3014637856
G3_P149_M_1	f__Micromonosporaceae	8621596.635749683
