sample	taxonomy	base_contribution
D1_P295_M_1	d__Archaea	11341072.916743677
D1_P295_M_1	d__Bacteria	10130167.794807544
D1_P295_M_1	p__Methanobacteriota	223602.45556665765
D1_P295_M_1	p__Thermoproteota	4657950.709337034
D1_P295_M_1	p__Halobacteriota	1688474.1978697511
D1_P295_M_1	p__Bacteroidota	224668.93658252244
D1_P295_M_1	p__Actinomycetota	1992015.2571530282
D1_P295_M_1	p__Bacillota_B	2218473.657288439
D1_P295_M_1	p__Pseudomonadota	1618307.7427115394
D1_P295_M_1	p__Spirochaetota	1422387.3959975005
D1_P295_M_1	c__Nanoarchaeia	796082.0320323261
D1_P295_M_1	c__Bacteroidia	6457147.091446762
D1_P295_M_1	c__Coriobacteriia	587914.277078464
D1_P295_M_1	c__Actinomycetia	3457229.521462625
D1_P295_M_1	c__Gammaproteobacteria	5018280.939883087
D1_P295_M_1	c__Spirochaetia	2742985.345924207
D1_P295_M_1	c__Clostridia	37972075.74904596
D1_P295_M_1	c__Bacilli	46249792.529232845
D1_P295_M_1	c__Negativicutes	2637370.617336845
D1_P295_M_1	o__Methanobacteriales	109199.09034751603
D1_P295_M_1	o__Halobacteriales	1355703.8351344555
D1_P295_M_1	o__Bacteroidales	164504745.70064333
D1_P295_M_1	o__Cytophagales	298872.3116428099
D1_P295_M_1	o__Coriobacteriales	4272648.06414724
D1_P295_M_1	o__Actinomycetales	1127904.9601053235
D1_P295_M_1	o__Enterobacterales_A	831821.2021931189
D1_P295_M_1	o__Lachnospirales	12553166.474065838
D1_P295_M_1	o__Oscillospirales	6752250.872053611
D1_P295_M_1	o__TANB77	4956706.59363186
D1_P295_M_1	o__Peptostreptococcales	1738919.785961597
D1_P295_M_1	o__Tissierellales	1802151.9146546316
D1_P295_M_1	o__Christensenellales	3208957.8986638016
D1_P295_M_1	o__Acholeplasmatales	1234948.423610548
D1_P295_M_1	o__Erysipelotrichales	4355108.980698536
D1_P295_M_1	o__Mycoplasmatales	1251820.010227321
D1_P295_M_1	o__Bacillales	4927807.642960774
D1_P295_M_1	o__Lactobacillales	1439020.3288639868
D1_P295_M_1	o__RFN20	328123.30540477054
D1_P295_M_1	o__ML615J-28	600948.1712966753
D1_P295_M_1	o__Campylobacterales	491011.8575644437
D1_P295_M_1	f__Methanobacteriaceae	366443.5945101037
D1_P295_M_1	f__UBA932	4129499.1956530837
D1_P295_M_1	f__Bacteroidaceae	456660157.7857537
D1_P295_M_1	f__Tannerellaceae	8099126.458507811
D1_P295_M_1	f__Muribaculaceae	4874069.171109933
D1_P295_M_1	f__Paludibacteraceae	5025902.261915798
D1_P295_M_1	f__Eggerthellaceae	3445989.939838071
D1_P295_M_1	f__Atopobiaceae	17548061.21938367
D1_P295_M_1	f__Coriobacteriaceae	179163.37019850337
D1_P295_M_1	f__Micrococcaceae	6460114.66531142
D1_P295_M_1	f__Succinivibrionaceae	2168754.9220086914
D1_P295_M_1	f__Enterobacteriaceae	3216801.6459988244
D1_P295_M_1	f__Burkholderiaceae_A	1027446.7051023064
D1_P295_M_1	f__WRBN01	391599.55612427567
D1_P295_M_1	f__Sphaerochaetaceae	1358437.9232795709
