sample	taxonomy	base_contribution
D3_P191_M_1	d__Archaea	15453548.053842977
D3_P191_M_1	d__Bacteria	31385804.181478005
D3_P191_M_1	p__Methanobacteriota	1249598.5298734696
D3_P191_M_1	p__Thermoproteota	1498847.3879931292
D3_P191_M_1	p__Thermoplasmatota	216887.63931505466
D3_P191_M_1	p__Bacillota_A	158581.83094904292
D3_P191_M_1	p__Actinomycetota	6985340.797018303
D3_P191_M_1	p__Chloroflexota	4796259.236695759
D3_P191_M_1	p__Patescibacteria	781342.236119096
D3_P191_M_1	p__Planctomycetota	564018.374395285
D3_P191_M_1	p__Pseudomonadota	1961272.4045991816
D3_P191_M_1	p__Verrucomicrobiota	2496797.4304936305
D3_P191_M_1	p__Bacillota_B	556442.4885946376
D3_P191_M_1	c__Thermoplasmata	659421.8264747241
D3_P191_M_1	c__Nanoarchaeia	636404.6152602441
D3_P191_M_1	c__Clostridia	49984228.39610887
D3_P191_M_1	c__Coriobacteriia	136660.54194878074
D3_P191_M_1	c__Actinomycetia	14722655.537439693
D3_P191_M_1	c__Thermoleophilia	1472164.5997509807
D3_P191_M_1	c__Acidimicrobiia	505481.6879668179
D3_P191_M_1	c__Anaerolineae	1288467.570225538
D3_P191_M_1	c__Limnocylindria	523848.7855438076
D3_P191_M_1	c__Chloroflexia	285704.1251688623
D3_P191_M_1	c__Saccharimonadia	119579.62722031321
D3_P191_M_1	c__JAEDAM01	73841.05066395928
D3_P191_M_1	c__Planctomycetia	1076283.6032327465
D3_P191_M_1	c__Alphaproteobacteria	5431202.159943225
D3_P191_M_1	c__Gammaproteobacteria	4684162.9431014275
D3_P191_M_1	c__Bacilli	24014708.843659386
D3_P191_M_1	c__Negativicutes	823200.8665337691
D3_P191_M_1	c__Bacteroidia	1542904.0897152526
D3_P191_M_1	c__Spirochaetia	734585.7908851014
D3_P191_M_1	o__Methanobacteriales	115288.7632870589
D3_P191_M_1	o__Peptostreptococcales	2673582.441962281
D3_P191_M_1	o__Lachnospirales	1924193.4532600758
D3_P191_M_1	o__Clostridiales	224585.4453345636
D3_P191_M_1	o__Tissierellales	1573981.6332948606
D3_P191_M_1	o__TANB77	630637.8612835866
D3_P191_M_1	o__Christensenellales	2110730.130500231
D3_P191_M_1	o__Oscillospirales	3844154.7887497325
D3_P191_M_1	o__Saccharofermentanales	547848.6773144129
D3_P191_M_1	o__Eubacteriales	191753.25632060444
D3_P191_M_1	o__Coriobacteriales	2411068.069766042
D3_P191_M_1	o__Actinomycetales	6695891.675172612
D3_P191_M_1	o__Propionibacteriales	1451796.789243894
D3_P191_M_1	o__Mycobacteriales	11560581.783974355
D3_P191_M_1	o__Solirubrobacterales	2940910.9123672037
D3_P191_M_1	o__Anaerolineales	434407.0662395056
D3_P191_M_1	o__Thermomicrobiales	1079488.6348181053
D3_P191_M_1	o__Saccharimonadales	940452.8881258126
D3_P191_M_1	o__Rhizobiales	2693560.601722801
D3_P191_M_1	o__Pseudomonadales	482477.8947713788
D3_P191_M_1	o__Burkholderiales	1178957.1060950991
D3_P191_M_1	o__Erysipelotrichales	1068372.1926680405
