sample	taxonomy	base_contribution
G1_P276_M_1	d__Archaea	13260403.257765392
G1_P276_M_1	d__Bacteria	76431210.84725375
G1_P276_M_1	p__Methanobacteriota	920756.8114857144
G1_P276_M_1	p__Thermoproteota	1823898.6287627236
G1_P276_M_1	p__Halobacteriota	841106.8634620134
G1_P276_M_1	p__Actinomycetota	4461604.767127818
G1_P276_M_1	p__Bacillota_A	158581.83094904292
G1_P276_M_1	p__Bacillota_B	820020.5095078872
G1_P276_M_1	p__Pseudomonadota	339450.9931037045
G1_P276_M_1	p__Patescibacteria	199878.24644907107
G1_P276_M_1	p__Chloroflexota	2548012.719494622
G1_P276_M_1	p__Desulfobacterota	222642.6576198476
G1_P276_M_1	p__Spirochaetota	190763.1461483022
G1_P276_M_1	c__Nanoarchaeia	1750112.6919656713
G1_P276_M_1	c__Actinomycetia	19129084.131391715
G1_P276_M_1	c__Thermoleophilia	1696189.6475391735
G1_P276_M_1	c__Clostridia	47473122.26304153
G1_P276_M_1	c__Gammaproteobacteria	1456420.4108802758
G1_P276_M_1	c__Alphaproteobacteria	3037185.418389303
G1_P276_M_1	c__Bacteroidia	932918.7519208505
G1_P276_M_1	c__Bacilli	23587400.857117403
G1_P276_M_1	c__Negativicutes	720300.758217048
G1_P276_M_1	o__Actinomycetales	7169338.561295928
G1_P276_M_1	o__Mycobacteriales	7947899.97648237
G1_P276_M_1	o__Propionibacteriales	2775493.861789797
G1_P276_M_1	o__Solirubrobacterales	2080156.498991437
G1_P276_M_1	o__Coriobacteriales	4431772.737760439
G1_P276_M_1	o__Lachnospirales	2478622.0753858606
G1_P276_M_1	o__Peptostreptococcales	2546268.992345029
G1_P276_M_1	o__TANB77	1545062.760144787
G1_P276_M_1	o__Oscillospirales	1727436.6455774112
G1_P276_M_1	o__Clostridiales	935772.688894015
G1_P276_M_1	o__Tissierellales	1386043.5278268175
G1_P276_M_1	o__Christensenellales	861522.5022449922
G1_P276_M_1	o__Burkholderiales	2357914.2121901982
G1_P276_M_1	o__Rhizobiales	2112596.5503708245
G1_P276_M_1	o__Saccharimonadales	1034498.1769383937
G1_P276_M_1	o__Bacteroidales	6677137.245898478
G1_P276_M_1	o__Acholeplasmatales	454916.0088280633
G1_P276_M_1	o__Erysipelotrichales	3112214.6482069003
G1_P276_M_1	o__Mycoplasmatales	443915.85150775156
G1_P276_M_1	o__Lactobacillales	1173895.473277357
G1_P276_M_1	o__Bacillales	2476865.691150637
G1_P276_M_1	o__RFN20	334846.6431892489
G1_P276_M_1	f__Methanobacteriaceae	2044202.9939096437
G1_P276_M_1	f__Micrococcaceae	282358757.2336522
G1_P276_M_1	f__Cellulomonadaceae	5321042.953959231
G1_P276_M_1	f__Microbacteriaceae	6332681.463821036
G1_P276_M_1	f__Actinomycetaceae	3539921.7739497693
G1_P276_M_1	f__Dermatophilaceae	1853361.9922808332
G1_P276_M_1	f__Mycobacteriaceae	6390092.420050392
G1_P276_M_1	f__Geodermatophilaceae	3630502.100191841
G1_P276_M_1	f__Micromonosporaceae	5787598.809344928
G1_P276_M_1	f__Pseudonocardiaceae	2645587.061746498
G1_P276_M_1	f__Propionibacteriaceae	3360257.211908687
G1_P276_M_1	f__Nocardioidaceae	6460301.762413212
G1_P276_M_1	f__70-9	1145041.2574978487
G1_P276_M_1	f__Solirubrobacteraceae	5666976.5034127515
G1_P276_M_1	f__Gaiellaceae	1000331.0915971817
G1_P276_M_1	f__Eggerthellaceae	10376201.0855015
G1_P276_M_1	f__Atopobiaceae	13730658.732490366
G1_P276_M_1	f__Coriobacteriaceae	1903550.5017513102
G1_P276_M_1	f__Lachnospiraceae	367394562.75891596
G1_P276_M_1	f__Anaerovoracaceae	17901904.413119994
G1_P276_M_1	f__Peptostreptococcaceae	2110374.6421880326
G1_P276_M_1	f__CAG-465	639504.2539664999
G1_P276_M_1	f__Ruminococcaceae	3403938.963026216
G1_P276_M_1	f__Oscillospiraceae	7780176.791635011
G1_P276_M_1	f__Butyricicoccaceae	996868.0745998295
G1_P276_M_1	f__Acutalibacteraceae	1867369.105392
G1_P276_M_1	f__Clostridiaceae	6975294.944957872
G1_P276_M_1	f__Peptoniphilaceae	1859101.22694
G1_P276_M_1	f__CAG-74	3544520.7844368923
G1_P276_M_1	f__Burkholderiaceae_A	1030761.459083157
G1_P276_M_1	f__Beijerinckiaceae	557131.2630308425
G1_P276_M_1	f__Bacteroidaceae	16799085.209959716
G1_P276_M_1	f__UBA932	831711.3221931825
G1_P276_M_1	f__Tannerellaceae	742771.9785927179
G1_P276_M_1	f__Muribaculaceae	820827.9738957303
G1_P276_M_1	f__Paludibacteraceae	711623.8665414678
G1_P276_M_1	f__Anaeroplasmataceae	4312734.46303
G1_P276_M_1	f__Erysipelotrichaceae	38072410.76736
G1_P276_M_1	f__Coprobacillaceae	15861488.756138202
G1_P276_M_1	f__Mycoplasmoidaceae	383349.81939415046
