sample	taxonomy	base_contribution
D1_P107_M_1	d__Archaea	15006796.336123466
D1_P107_M_1	d__Bacteria	52170644.60287762
D1_P107_M_1	p__Thermoproteota	1173796.147223535
D1_P107_M_1	p__Halobacteriota	3520187.984118796
D1_P107_M_1	p__Actinomycetota	3380003.6114604687
D1_P107_M_1	p__Bacteroidota	393806.93853991537
D1_P107_M_1	p__Patescibacteria	390671.118059548
D1_P107_M_1	p__Bacillota_B	322150.91444952704
D1_P107_M_1	p__Pseudomonadota	1056069.7563226363
D1_P107_M_1	p__Spirochaetota	190763.1461483022
D1_P107_M_1	c__Aenigmatarchaeia	765935.4653638942
D1_P107_M_1	c__Nanoarchaeia	409117.25266729976
D1_P107_M_1	c__Actinomycetia	3628823.5479604877
D1_P107_M_1	c__Coriobacteriia	136660.54194878074
D1_P107_M_1	c__Thermoleophilia	352039.36081001716
D1_P107_M_1	c__Bacteroidia	1542904.0897152526
D1_P107_M_1	c__Peptococcia	149271.04359031367
D1_P107_M_1	c__Gammaproteobacteria	1377694.9832651257
D1_P107_M_1	c__Spirochaetia	176300.58981242432
D1_P107_M_1	c__Bacilli	15667959.50653934
D1_P107_M_1	c__Clostridia	11868280.565760383
D1_P107_M_1	c__Negativicutes	643125.6769795071
D1_P107_M_1	o__Actinomycetales	9773296.434974166
D1_P107_M_1	o__Mycobacteriales	3432047.717117387
D1_P107_M_1	o__Coriobacteriales	6544327.617936399
D1_P107_M_1	o__Solirubrobacterales	1040078.2494957185
D1_P107_M_1	o__Bacteroidales	6957951.429137199
D1_P107_M_1	o__Burkholderiales	1094745.8842311634
D1_P107_M_1	o__Bacillales	74305970.73451912
D1_P107_M_1	o__Erysipelotrichales	534186.0963340203
D1_P107_M_1	o__Acholeplasmatales	360795.4552774296
D1_P107_M_1	o__Bacillales_D	493480.30873246014
D1_P107_M_1	o__Lactobacillales	4740731.719004711
D1_P107_M_1	o__Mycoplasmatales	264460.5072812137
D1_P107_M_1	o__Staphylococcales	946207.6277197045
D1_P107_M_1	o__RFN20	441388.7569312826
D1_P107_M_1	o__TANB77	7409994.870082142
D1_P107_M_1	o__Lachnospirales	1141470.6926119092
D1_P107_M_1	o__Peptostreptococcales	1222209.1163256138
D1_P107_M_1	o__Clostridiales	1721821.7475649877
D1_P107_M_1	o__Tissierellales	704767.8955051614
D1_P107_M_1	o__Oscillospirales	2457339.4535678667
D1_P107_M_1	o__Campylobacterales	146818.9728759659
